year,year_rank,group,artist,song_name
2007,10,Fergie feat. Ludacris,Fergie,Glamorous
2007,10,Fergie feat. Ludacris,Ludacris,Glamorous
2007,11,Akon,Akon,Don't Matter
2007,12,Avril Lavigne,Avril Lavigne,Girlfriend
2007,13,Maroon 5,Maroon 5,Makes Me Wonder
2007,14,Shop Boyz,Shop Boyz,Party Like A Rockstar
2007,15,Akon feat. Eminem,Akon,Smack That
2007,15,Akon feat. Eminem,Eminem,Smack That
2007,16,Mims,Mims,This Is Why I'm Hot
2007,17,Daughtry,Daughtry,It's Not Over
2007,18,Timbaland feat. Keri Hilson,Timbaland,The Way I Are
2007,18,Timbaland feat. Keri Hilson,Keri Hilson,The Way I Are
2007,19,Fergie,Fergie,Fergalicious
2007,20,Soulja Boy Tell'em,Soulja Boy Tell'em,Crank That (Soulja Boy)
2007,21,Timbaland feat. Nelly Furtado and Justin Timberlake,Timbaland,Give It To Me
2007,21,Timbaland feat. Nelly Furtado and Justin Timberlake,Nelly Furtado,Give It To Me
2007,21,Timbaland feat. Nelly Furtado and Justin Timberlake,Justin Timberlake,Give It To Me
2007,22,Justin Timberlake,Justin Timberlake,What Goes Around€Comes Around
2007,23,Gym Class Heroes feat. Patrick Stump,Gym Class Heroes,Cupid's Chokehold/Breakfast In America
2007,23,Gym Class Heroes feat. Patrick Stump,Patrick Stump,Cupid's Chokehold/Breakfast In America
2007,24,The Fray,The Fray,How To Save A Life
2007,25,Daughtry,Daughtry,Home
2007,26,Justin Timberlake feat. T.I.,Justin Timberlake,My Love
2007,26,Justin Timberlake feat. T.I.,T.I.,My Love
2007,27,Kanye West,Kanye West,Stronger
2007,28,Jim Jones,Jim Jones,We Fly High
2007,29,Pink,Pink,U + Ur Hand
2007,30,Unk,Unk,Walk It Out
2007,31,Sean Kingston,Sean Kingston,Beautiful Girls
2007,32,Fall Out Boy,Fall Out Boy,"This Ain't A Scene, It's An Arms Race"
2007,33,T-Pain feat. Akon,T-Pain,Bartender
2007,33,T-Pain feat. Akon,Akon,Bartender
2007,34,Huey,Huey,"Pop, Lock and Drop It"
2007,35,Ludacris feat. Mary J. Blige,Ludacris,Runaway Love
2007,35,Ludacris feat. Mary J. Blige,Mary J. Blige,Runaway Love
2007,36,Nickelback,Nickelback,Rockstar
2007,37,Fall Out Boy,Fall Out Boy,Thnks Fr Th Mmrs
2007,38,Linkin Park,Linkin Park,What I've Done
2007,39,Justin Timberlake,Justin Timberlake,Summer Love
2007,40,Lloyd feat. Lil' Wayne,Lloyd,You
2007,40,Lloyd feat. Lil' Wayne,Lil' Wayne,You
2007,41,Elliott Yamin,Elliott Yamin,Wait For You
2007,42,Diddy feat. Keyshia Cole,Diddy,Last Night
2007,42,Diddy feat. Keyshia Cole,Keyshia Cole,Last Night
2007,43,Fat Joe feat. Lil Wayne,Fat Joe,Make It Rain
2007,43,Fat Joe feat. Lil Wayne,Lil Wayne,Make It Rain
2007,44,Fabolous feat. Ne-Yo,Fabolous,Make Me Better
2007,44,Fabolous feat. Ne-Yo,Ne-Yo,Make Me Better
2007,45,Omarion,Omarion,Ice Box
2007,46,Hinder,Hinder,Lips Of An Angel
2007,47,John Mayer,John Mayer,Waiting On The World To Change
2007,48,Robin Thicke,Robin Thicke,Lost Without U
2007,49,R. Kelly Or Bow Wow (feat. T.I. and T-Pain),R. Kelly,I'm A Flirt
2007,49,R. Kelly Or Bow Wow (feat. T.I. and T-Pain),Bow Wow,I'm A Flirt
2007,49,R. Kelly Or Bow Wow (feat. T.I. and T-Pain),T.I.,I'm A Flirt
2007,49,R. Kelly Or Bow Wow (feat. T.I. and T-Pain),T-Pain,I'm A Flirt
2007,50,Nickelback,Nickelback,If Everyone Cared
2007,51,Lloyd,Lloyd,Get It Shawty
2007,52,The Red Jumpsuit Apparatus,The Red Jumpsuit Apparatus,Face Down
2007,53,Baby Boy Da Prince feat. Lil Boosie,Baby Boy Da Prince,The Way I Live
2007,53,Baby Boy Da Prince feat. Lil Boosie,Lil Boosie,The Way I Live
2007,54,Bow Wow feat. Chris Brown and Johnta Austin,Bow Wow,Shortie Like Mine
2007,54,Bow Wow feat. Chris Brown and Johnta Austin,Chris Brown,Shortie Like Mine
2007,54,Bow Wow feat. Chris Brown and Johnta Austin,Johnta Austin,Shortie Like Mine
2007,55,The All-American Rejects,The All-American Rejects,It Ends Tonight
2007,56,Hurricane Chris,Hurricane Chris,A Bay Bay
2007,57,Ne-Yo,Ne-Yo,Because Of You
2007,58,Bone Thugs-N-Harmony feat. Akon,Bone Thugs-N-Harmony,I Tried
2007,58,Bone Thugs-N-Harmony feat. Akon,Akon,I Tried
2007,59,My Chemical Romance,My Chemical Romance,Welcome To The Black Parade
2007,60,Plies feat. T-Pain,Plies,Shawty
2007,60,Plies feat. T-Pain,T-Pain,Shawty
2007,61,Snow Patrol,Snow Patrol,Chasing Cars
2007,62,Beyonce and Shakira,Beyonce,Beautiful Liar
2007,62,Beyonce and Shakira,Shakira,Beautiful Liar
2007,63,Justin Timberlake,Justin Timberlake,Sexyback
2007,64,Avril Lavigne,Avril Lavigne,Keep Holding On
2007,65,Keyshia Cole feat. Missy Elliott and Lil Kim,Keyshia Cole,Let It Go
2007,65,Keyshia Cole feat. Missy Elliott and Lil Kim,Missy Elliott,Let It Go
2007,65,Keyshia Cole feat. Missy Elliott and Lil Kim,Lil Kim,Let It Go
2007,66,Timbaland feat. OneRepublic,Timbaland,Apologize
2007,66,Timbaland feat. OneRepublic,OneRepublic,Apologize
2007,67,Colbie Caillat,Colbie Caillat,Bubbly
2007,68,Ciara,Ciara,Like A Boy
2007,69,Pink,Pink,Who Knew
2007,70,Kelly Clarkson,Kelly Clarkson,Never Again
2007,71,Ciara,Ciara,Promise
2007,72,J. Holiday,J. Holiday,Bed
2007,73,Rich Boy feat. Polow Da Don,Rich Boy,Throw Some D's
2007,73,Rich Boy feat. Polow Da Don,Polow Da Don,Throw Some D's
2007,74,Amy Winehouse,Amy Winehouse,Rehab
2007,75,T.I.,T.I.,Big Things Poppin' (Do It)
2007,76,Alicia Keys,Alicia Keys,No One
2007,77,Boys Like Girls,Boys Like Girls,The Great Escape
2007,78,Unk,Unk,2 Step
2007,79,Paula DeAnda feat. The DEY,Paula DeAnda,Walk Away (Remember Me)
2007,79,Paula DeAnda feat. The DEY,The DEY,Walk Away (Remember Me)
2007,80,Young Jeezy feat. R. Kelly,Young Jeezy,Go Getta
2007,80,Young Jeezy feat. R. Kelly,R. Kelly,Go Getta
2007,81,Hellogoodbye,Hellogoodbye,Here (In Your Arms)
2007,82,Pretty Ricky,Pretty Ricky,On The Hotline
2007,83,Gwen Stefani,Gwen Stefani,Wind It Up
2007,84,Baby Bash feat. T-Pain,Baby Bash,Cyclone
2007,84,Baby Bash feat. T-Pain,T-Pain,Cyclone
2007,85,Rihanna and Sean Paul,Rihanna,Break It Off
2007,85,Rihanna and Sean Paul,Sean Paul,Break It Off
2007,86,Lifehouse,Lifehouse,First Time
2007,87,50 Cent feat. Justin Timberlake and Timbaland,50 Cent,Ayo Technology
2007,87,50 Cent feat. Justin Timberlake and Timbaland,Justin Timberlake,Ayo Technology
2007,87,50 Cent feat. Justin Timberlake and Timbaland,Timbaland,Ayo Technology
2007,88,Bow Wow feat. T-Pain and Johnta Austin,Bow Wow,Outta My System
2007,88,Bow Wow feat. T-Pain and Johnta Austin,T-Pain,Outta My System
2007,88,Bow Wow feat. T-Pain and Johnta Austin,Johnta Austin,Outta My System
2007,89,Taylor Swift,Taylor Swift,Teardrops On My Guitar
2007,90,Rihanna,Rihanna,Shut Up And Drive
2007,91,Red Hot Chili Peppers,Red Hot Chili Peppers,Snow ((Hey Oh))
2007,92,Ludacris feat. Pharrell,Ludacris,Money Maker
2007,92,Ludacris feat. Pharrell,Pharrell,Money Maker
2007,93,Chris Brown feat. T-Pain,Chris Brown,Kiss Kiss
2007,93,Chris Brown feat. T-Pain,T-Pain,Kiss Kiss
2007,94,Nickelback,Nickelback,Far Away
2007,95,Crime Mob feat. Lil Scrappy,Crime Mob,Rock Yo Hips
2007,95,Crime Mob feat. Lil Scrappy,Lil Scrappy,Rock Yo Hips
2007,96,Justin Timberlake,Justin Timberlake,Lovestoned
2007,97,Hinder,Hinder,Better Than Me
2007,98,Finger Eleven,Finger Eleven,Paralyzer
2007,99,Snoop Dogg feat. R. Kelly,Snoop Dogg,That's That
2007,99,Snoop Dogg feat. R. Kelly,R. Kelly,That's That
2007,100,R. Kelly and Usher,R. Kelly,Same Girl
2007,100,R. Kelly and Usher,Usher,Same Girl
2008,1,Flo Rida feat. T-Pain,Flo Rida,Low
2008,1,Flo Rida feat. T-Pain,T-Pain,Low
2008,2,Leona Lewis,Leona Lewis,Bleeding Love
2008,3,Alicia Keys,Alicia Keys,No One
2008,4,Lil Wayne feat. Static Major,Lil Wayne,Lollipop
2008,4,Lil Wayne feat. Static Major,Static Major,Lollipop
2008,5,Timbaland feat. OneRepublic,Timbaland,Apologize
2008,5,Timbaland feat. OneRepublic,OneRepublic,Apologize
2008,6,Jordin Sparks Duet With Chris Brown,Jordin Sparks Duet With Chris Brown,No Air
2008,7,Sara Bareilles,Sara Bareilles,Love Song
2008,8,Usher feat. Young Jeezy,Usher,Love In This Club
2008,8,Usher feat. Young Jeezy,Young Jeezy,Love In This Club
2008,9,Chris Brown,Chris Brown,With You
2008,10,Chris Brown,Chris Brown,Forever
2008,11,Ray J and Yung Berg,Ray J,Sexy Can I
2008,11,Ray J and Yung Berg,Yung Berg,Sexy Can I
2008,12,Rihanna,Rihanna,Take A Bow
2008,13,Coldplay,Coldplay,Viva La Vida
2008,14,Katy Perry,Katy Perry,I Kissed A Girl
2008,15,T.I.,T.I.,Whatever You Like
2008,16,Rihanna,Rihanna,Disturbia
2008,17,Rihanna,Rihanna,Don't Stop the Music
2008,18,Natasha Bedingfield,Natasha Bedingfield,Pocketful of Sunshine
2008,19,Chris Brown feat. T-Pain,Chris Brown,Kiss Kiss
2008,19,Chris Brown feat. T-Pain,T-Pain,Kiss Kiss
2008,20,Ne-Yo,Ne-Yo,Closer
2008,21,Colbie Caillat,Colbie Caillat,Bubbly
2008,22,Mariah Carey,Mariah Carey,Touch My Body
2008,23,Madonna feat. Justin Timberlake,Madonna,4 Minutes
2008,23,Madonna feat. Justin Timberlake,Justin Timberlake,4 Minutes
2008,24,Pink,Pink,So What
2008,25,Finger Eleven,Finger Eleven,Paralyzer
2008,26,Fergie,Fergie,Clumsy
2008,27,Jason Mraz,Jason Mraz,I'm Yours
2008,28,Jesse McCartney,Jesse McCartney,Leavin'
2008,29,Kardinal Offishall feat. Akon,Kardinal Offishall,Dangerous
2008,29,Kardinal Offishall feat. Akon,Akon,Dangerous
2008,30,Jordin Sparks,Jordin Sparks,Tattoo
2008,31,Miley Cyrus,Miley Cyrus,See You Again
2008,32,Metro Station,Metro Station,Shake It
2008,33,OneRepublic,OneRepublic,Stop And Stare
2008,34,Sean Kingston,Sean Kingston,Take You There
2008,35,M.I.A.,M.I.A.,Paper Planes
2008,36,Katy Perry,Katy Perry,Hot N Cold
2008,37,T.I. feat. Rihanna,T.I.,Live Your Life
2008,37,T.I. feat. Rihanna,Rihanna,Live Your Life
2008,38,Plies feat. Ne-Yo,Plies,Bust It Baby Part 2
2008,38,Plies feat. Ne-Yo,Ne-Yo,Bust It Baby Part 2
2008,39,Estelle feat. Kanye West,Estelle,American Boy
2008,39,Estelle feat. Kanye West,Kanye West,American Boy
2008,40,Lil Wayne feat. T-Pain,Lil Wayne,Got Money
2008,40,Lil Wayne feat. T-Pain,T-Pain,Got Money
2008,41,Taylor Swift,Taylor Swift,Our Song
2008,42,Danity Kane,Danity Kane,Damaged
2008,43,Lil Wayne,Lil Wayne,A Milli
2008,44,Buckcherry,Buckcherry,Sorry
2008,45,Webbie feat. Lil' Phat and Lil' Boosie,Webbie,Independent
2008,45,Webbie feat. Lil' Phat and Lil' Boosie,Lil' Phat,Independent
2008,45,Webbie feat. Lil' Phat and Lil' Boosie,Lil' Boosie,Independent
2008,46,T-Pain feat. Lil Wayne,T-Pain,Can't Believe It
2008,46,T-Pain feat. Lil Wayne,Lil Wayne,Can't Believe It
2008,47,Alicia Keys,Alicia Keys,Like You'll Never See Me Again
2008,48,Taylor Swift,Taylor Swift,Teardrops On My Guitar
2008,49,The Pussycat Dolls,The Pussycat Dolls,When I Grow Up
2008,50,Snoop Dogg,Snoop Dogg,Sensual Seduction
2008,51,Colby O'Donis feat. Akon,Colby O'Donis,What You Got
2008,51,Colby O'Donis feat. Akon,Akon,What You Got
2008,52,3 Doors Down,3 Doors Down,It'S Not My Time
2008,53,Leona Lewis,Leona Lewis,Better In Time
2008,54,Soulja Boy Tell'em,Soulja Boy Tell'em,Crank That (Soulja Boy)
2008,55,Linkin Park,Linkin Park,Shadow Of The Day
2008,56,"Wyclef Jean feat. Akon, Lil Wayne and Niia",Wyclef Jean,Sweetest Girl (Dollar Bill)
2008,56,"Wyclef Jean feat. Akon, Lil Wayne and Niia",Akon,Sweetest Girl (Dollar Bill)
2008,56,"Wyclef Jean feat. Akon, Lil Wayne and Niia",Lil Wayne,Sweetest Girl (Dollar Bill)
2008,56,"Wyclef Jean feat. Akon, Lil Wayne and Niia",Niia,Sweetest Girl (Dollar Bill)
2008,57,Ne-Yo,Ne-Yo,Miss Independent
2008,58,Secondhand Serenade,Secondhand Serenade,Fall For You
2008,59,Flo Rida feat. will.i.am,Flo Rida,In The Ayer
2008,59,Flo Rida feat. will.i.am,will.i.am,In The Ayer
2008,60,John Mayer,John Mayer,Say
2008,61,Jordin Sparks,Jordin Sparks,One Step at A Time
2008,62,Rihanna feat. Ne-Yo,Rihanna,Hate That I Love You
2008,62,Rihanna feat. Ne-Yo,Ne-Yo,Hate That I Love You
2008,63,Lupe Fiasco feat. Matthew Santos,Lupe Fiasco,Superstar
2008,63,Lupe Fiasco feat. Matthew Santos,Matthew Santos,Superstar
2008,64,J. Holiday,J. Holiday,Suffocate
2008,65,Kevin Rudolf feat. Lil Wayne,Kevin Rudolf,Let It Rock
2008,65,Kevin Rudolf feat. Lil Wayne,Lil Wayne,Let It Rock
2008,66,David Banner feat. Chris Brown,David Banner,Get Like Me
2008,66,David Banner feat. Chris Brown,Chris Brown,Get Like Me
2008,67,Colbie Caillat,Colbie Caillat,Realize
2008,68,Young Jeezy feat. Kanye West,Young Jeezy,Put On
2008,68,Young Jeezy feat. Kanye West,Kanye West,Put On
2008,69,David Cook,David Cook,The Time Of My Life
2008,70,"Three 6 Mafia feat. Project Pat, Young D and Superpower",Three 6 Mafia,Lolli Lolli (Pop That Body)
2008,70,"Three 6 Mafia feat. Project Pat, Young D and Superpower",Project Pat,Lolli Lolli (Pop That Body)
2008,70,"Three 6 Mafia feat. Project Pat, Young D and Superpower",Young D,Lolli Lolli (Pop That Body)
2008,70,"Three 6 Mafia feat. Project Pat, Young D and Superpower",Superpower,Lolli Lolli (Pop That Body)
2008,71,Baby Bash feat. T-Pain,Baby Bash,Cyclone
2008,71,Baby Bash feat. T-Pain,T-Pain,Cyclone
2008,72,Natasha Bedingfield feat. Sean Kingston,Natasha Bedingfield,Love Like This
2008,72,Natasha Bedingfield feat. Sean Kingston,Sean Kingston,Love Like This
2008,73,Jonas Brothers,Jonas Brothers,Burnin' Up
2008,74,Kanye West,Kanye West,Love Lockdown
2008,75,The-Dream,The-Dream,I Luv Your Girl
2008,76,David Archuleta,David Archuleta,Crush
2008,77,Plies feat. Akon,Plies,Hypnotized
2008,77,Plies feat. Akon,Akon,Hypnotized
2008,78,Fergie,Fergie,Big Girls Don't Cry
2008,79,Kanye West feat. T-Pain,Kanye West,Good Life
2008,79,Kanye West feat. T-Pain,T-Pain,Good Life
2008,80,Britney Spears,Britney Spears,Womanizer
2008,81,Taylor Swift,Taylor Swift,Love Story
2008,82,Mary J. Blige,Mary J. Blige,Just Fine
2008,83,Britney Spears,Britney Spears,Piece Of Me
2008,84,Rick Ross feat. T-Pain,Rick Ross,The Boss
2008,84,Rick Ross feat. T-Pain,T-Pain,The Boss
2008,85,Kid Rock,Kid Rock,All Summer Long
2008,86,Trey Songz,Trey Songz,Can't Help But Wait
2008,87,Gavin DeGraw,Gavin DeGraw,In Love With A Girl
2008,88,The Game feat. Lil Wayne,The Game,My Life
2008,88,The Game feat. Lil Wayne,Lil Wayne,My Life
2008,89,Keyshia Cole,Keyshia Cole,I Remember
2008,90,Kanye West feat. Dwele,Kanye West,Flashing Lights
2008,90,Kanye West feat. Dwele,Dwele,Flashing Lights
2008,91,Lil Wayne feat. Bobby Valentino and Kidd Kidd,Lil Wayne,Mrs. Officer
2008,91,Lil Wayne feat. Bobby Valentino and Kidd Kidd,Bobby Valentino,Mrs. Officer
2008,91,Lil Wayne feat. Bobby Valentino and Kidd Kidd,Kidd Kidd,Mrs. Officer
2008,92,Miley Cyrus,Miley Cyrus,7 Things
2008,93,Trace Adkins,Trace Adkins,You're Gonna Miss This
2008,94,Gavin Rossdale,Gavin Rossdale,Love Remains The Same
2008,95,Daughtry,Daughtry,Feels Like Tonight
2008,96,Timbaland feat. Keri Hilson,Timbaland,The Way I Are
2008,96,Timbaland feat. Keri Hilson,Keri Hilson,The Way I Are
2008,97,Saving Abel,Saving Abel,Addicted
2008,98,Santana feat. Chad Kroeger,Santana,Into The Night
2008,98,Santana feat. Chad Kroeger,Chad Kroeger,Into The Night
2008,99,Keyshia Cole,Keyshia Cole,Heaven Sent
2008,100,2 Pistols feat. T-Pain and Tay Dizm,2 Pistols,She Got It
2008,100,2 Pistols feat. T-Pain and Tay Dizm,T-Pain,She Got It
2008,100,2 Pistols feat. T-Pain and Tay Dizm,Tay Dizm,She Got It
2009,1,The Black Eyed Peas,The Black Eyed Peas,Boom Boom Pow
2009,2,Lady Gaga,Lady Gaga,Poker Face
2009,3,Lady Gaga feat. Colby O'Donis,Lady Gaga,Just Dance
2009,3,Lady Gaga feat. Colby O'Donis,Colby O'Donis,Just Dance
2009,4,The Black Eyed Peas,The Black Eyed Peas,I Gotta Feeling
2009,5,Taylor Swift,Taylor Swift,Love Story
2009,6,Flo Rida,Flo Rida,Right Round
2009,7,Jason Mraz,Jason Mraz,I'm Yours
2009,8,Beyonce,Beyonce,Single Ladies (Put A Ring On It)
2009,9,Kanye West,Kanye West,Heartless
2009,10,The All-American Rejects,The All-American Rejects,Gives You Hell
2009,11,Taylor Swift,Taylor Swift,You Belong With Me
2009,12,T.I. feat. Justin Timberlake,T.I.,Dead And Gone
2009,12,T.I. feat. Justin Timberlake,Justin Timberlake,Dead And Gone
2009,13,The Fray,The Fray,You Found Me
2009,14,Kings Of Leon,Kings Of Leon,Use Somebody
2009,15,Keri Hilson feat. Kanye West and Ne-Yo,Keri Hilson,Knock You Down
2009,15,Keri Hilson feat. Kanye West and Ne-Yo,Kanye West,Knock You Down
2009,15,Keri Hilson feat. Kanye West and Ne-Yo,Ne-Yo,Knock You Down
2009,16,Jamie Foxx feat. T-Pain,Jamie Foxx,Blame It
2009,16,Jamie Foxx feat. T-Pain,T-Pain,Blame It
2009,17,Pitbull,Pitbull,I Know You Want Me (Calle Ocho)
2009,18,T.I. feat. Rihanna,T.I.,Live Your Life
2009,18,T.I. feat. Rihanna,Rihanna,Live Your Life
2009,19,Soulja Boy Tell 'em feat. Sammie,Soulja Boy Tell 'em,Kiss Me Thru The Phone
2009,19,Soulja Boy Tell 'em feat. Sammie,Sammie,Kiss Me Thru The Phone
2009,20,Jay Sean feat. Lil Wayne,Jay Sean,Down
2009,20,Jay Sean feat. Lil Wayne,Lil Wayne,Down
2009,21,Miley Cyrus,Miley Cyrus,The Climb
2009,22,Drake,Drake,Best I Ever Had
2009,23,Kelly Clarkson,Kelly Clarkson,My Life Would Suck Without You
2009,24,Beyonce,Beyonce,Halo
2009,25,Katy Perry,Katy Perry,Hot n Cold
2009,26,Shinedown,Shinedown,Second Chance
2009,27,Britney Spears,Britney Spears,Circus
2009,28,Kid Cudi,Kid Cudi,Day 'n' Nite
2009,29,Miley Cyrus,Miley Cyrus,Party in the U.S.A.
2009,30,3OH!3,3OH!3,Don't Trust Me
2009,31,"Jay-Z, Rihanna and Kanye West",Jay-Z,Run This Town
2009,31,"Jay-Z, Rihanna and Kanye West",Rihanna,Run This Town
2009,31,"Jay-Z, Rihanna and Kanye West",Kanye West,Run This Town
2009,32,Kevin Rudolf feat. Lil Wayne,Kevin Rudolf,Let It Rock
2009,32,Kevin Rudolf feat. Lil Wayne,Lil Wayne,Let It Rock
2009,33,Sean Kingston,Sean Kingston,Fire Burning
2009,34,Jason DeRulo,Jason DeRulo,Whatcha Say
2009,35,Lady Gaga,Lady Gaga,Lovegame
2009,36,Katy Perry,Katy Perry,Waking Up In Vegas
2009,37,Jeremih,Jeremih,Birthday Sex
2009,38,Pink,Pink,Sober
2009,39,Britney Spears,Britney Spears,Womanizer
2009,40,T.I.,T.I.,Whatever You Like
2009,41,Mariah Carey,Mariah Carey,Obsessed
2009,42,Ne-Yo,Ne-Yo,Mad
2009,43,Cobra Starship feat. Leighton Meester,Cobra Starship,Good Girls Go Bad
2009,43,Cobra Starship feat. Leighton Meester,Leighton Meester,Good Girls Go Bad
2009,44,Kanye West,Kanye West,Love Lockdown
2009,45,Pink,Pink,So What
2009,46,Pitbull,Pitbull,Hotel Room Service
2009,47,"Eminem, Dr. Dre and 50 Cent",Eminem,Crack A Bottle
2009,47,"Eminem, Dr. Dre and 50 Cent",Dr. Dre,Crack A Bottle
2009,47,"Eminem, Dr. Dre and 50 Cent",50 Cent,Crack A Bottle
2009,48,Beyonce,Beyonce,If I Were A Boy
2009,49,Keri Hilson feat. Lil Wayne,Keri Hilson,Turning Me On
2009,49,Keri Hilson feat. Lil Wayne,Lil Wayne,Turning Me On
2009,50,The Pussycat Dolls,The Pussycat Dolls,I Hate This Part
2009,51,Nickelback,Nickelback,Gotta Be Somebody
2009,52,Pink,Pink,Please Don't Leave Me
2009,53,Lady Gaga,Lady Gaga,Paparazzi
2009,54,Akon feat. Colby O'Donis and Kardinal Offishall,Akon,Beautiful
2009,54,Akon feat. Colby O'Donis and Kardinal Offishall,Colby O'Donis,Beautiful
2009,54,Akon feat. Colby O'Donis and Kardinal Offishall,Kardinal Offishall,Beautiful
2009,55,Coldplay,Coldplay,Viva la Vida
2009,56,Akon,Akon,Right Now (Na Na Na)
2009,57,Jordin Sparks,Jordin Sparks,Battlefield
2009,58,Flo Rida feat. Wynter,Flo Rida,Sugar
2009,58,Flo Rida feat. Wynter,Wynter,Sugar
2009,59,Ne-Yo,Ne-Yo,Miss Independent
2009,60,Owl City,Owl City,Fireflies
2009,61,Linkin Park,Linkin Park,New Divide
2009,62,Jay-Z + Alicia Keys,Jay-Z + Alicia Keys,Empire State Of Mind
2009,63,Daughtry,Daughtry,No Surprise
2009,64,Shakira,Shakira,She Wolf
2009,65,Mario feat. Gucci Mane and Sean Garrett,Mario,Break Up
2009,65,Mario feat. Gucci Mane and Sean Garrett,Gucci Mane,Break Up
2009,65,Mario feat. Gucci Mane and Sean Garrett,Sean Garrett,Break Up
2009,66,Beyonce,Beyonce,Sweet Dreams
2009,67,Young Money,Young Money,Every Girl
2009,68,Colbie Caillat,Colbie Caillat,Fallin' For You
2009,69,The Veronicas,The Veronicas,Untouched
2009,70,Nickelback,Nickelback,If Today Was Your Last Day
2009,71,Fabolous feat. The-Dream,Fabolous,Throw It In The Bag
2009,71,Fabolous feat. The-Dream,The-Dream,Throw It In The Bag
2009,72,Boys Like Girls,Boys Like Girls,Love Drunk
2009,73,Asher Roth,Asher Roth,I Love College
2009,74,Britney Spears,Britney Spears,If U Seek Amy
2009,75,Jason Aldean,Jason Aldean,Big Green Tractor
2009,76,Taylor Swift,Taylor Swift,White Horse
2009,77,Rihanna,Rihanna,Disturbia
2009,78,Green Day,Green Day,21 Guns
2009,79,Soulja Boy Tell'em,Soulja Boy Tell'em,Turn My Swag On
2009,80,The-Dream,The-Dream,Rockin' That Thang
2009,81,Zac Brown Band,Zac Brown Band,Chicken Fried
2009,82,Beyonce,Beyonce,Diva
2009,83,Iyaz,Iyaz,Replay
2009,84,Brad Paisley,Brad Paisley,Then
2009,85,Rob Thomas,Rob Thomas,Her Diamonds
2009,86,Jesse McCartney feat. Ludacris,Jesse McCartney,How Do You Sleep?
2009,86,Jesse McCartney feat. Ludacris,Ludacris,How Do You Sleep?
2009,87,Britney Spears,Britney Spears,3
2009,88,"Drake feat. Kanye West, Lil Wayne and Eminem",Drake,Forever
2009,88,"Drake feat. Kanye West, Lil Wayne and Eminem",Kanye West,Forever
2009,88,"Drake feat. Kanye West, Lil Wayne and Eminem",Lil Wayne,Forever
2009,88,"Drake feat. Kanye West, Lil Wayne and Eminem",Eminem,Forever
2009,89,Justin Bieber,Justin Bieber,One Time
2009,90,Lady Antebellum,Lady Antebellum,I Run To You
2009,91,Kelly Clarkson,Kelly Clarkson,I Do Not Hook Up
2009,92,John Legend feat. Andre 3000,John Legend,Green Light
2009,92,John Legend feat. Andre 3000,Andre 3000,Green Light
2009,93,Billy Currington,Billy Currington,People Are Crazy
2009,94,Zac Brown Band,Zac Brown Band,Whatever It Is
2009,95,Kelly Clarkson,Kelly Clarkson,Already Gone
2009,96,Kristinia DeBarge,Kristinia DeBarge,Goodbye
2009,97,Michael Franti and Spearhead feat. Cherine Anderson,Michael Franti,Say Hey (I Love You)
2009,97,Michael Franti and Spearhead feat. Cherine Anderson,Spearhead,Say Hey (I Love You)
2009,97,Michael Franti and Spearhead feat. Cherine Anderson,Cherine Anderson,Say Hey (I Love You)
2009,98,Jim Jones and Ron Browz feat. Juelz Santana,Jim Jones,Pop Champagne
2009,98,Jim Jones and Ron Browz feat. Juelz Santana,Ron Browz,Pop Champagne
2009,98,Jim Jones and Ron Browz feat. Juelz Santana,Juelz Santana,Pop Champagne
2009,99,Maxwell,Maxwell,Pretty Wings
2009,100,The Fray,The Fray,Never Say Never
2010,1,Ke$ha,Ke$ha,TiK ToK
2010,2,Lady Antebellum,Lady Antebellum,Need You Now
2010,3,Train,Train,"Hey, Soul Sister"
2010,4,Katy Perry feat. Snoop Dogg,Katy Perry,California Gurls
2010,4,Katy Perry feat. Snoop Dogg,Snoop Dogg,California Gurls
2010,5,Usher feat. will.i.am,Usher,OMG
2010,5,Usher feat. will.i.am,will.i.am,OMG
2010,6,B.o.B feat. Hayley Williams,B.o.B,Airplanes
2010,6,B.o.B feat. Hayley Williams,Hayley Williams,Airplanes
2010,7,Eminem feat. Rihanna,Eminem,Love The Way You Lie
2010,7,Eminem feat. Rihanna,Rihanna,Love The Way You Lie
2010,8,Lady Gaga,Lady Gaga,Bad Romance
2010,9,Taio Cruz,Taio Cruz,Dynamite
2010,10,Taio Cruz feat. Ludacris,Taio Cruz,Break Your Heart
2010,10,Taio Cruz feat. Ludacris,Ludacris,Break Your Heart
2010,11,B.o.B feat. Bruno Mars,B.o.B,Nothin' On You
2010,11,B.o.B feat. Bruno Mars,Bruno Mars,Nothin' On You
2010,12,Enrique Iglesias feat. Pitbull,Enrique Iglesias,I Like It
2010,12,Enrique Iglesias feat. Pitbull,Pitbull,I Like It
2010,13,Young Money feat. Lloyd,Young Money,Bedrock
2010,13,Young Money feat. Lloyd,Lloyd,Bedrock
2010,14,Jason Derulo,Jason Derulo,In My Head
2010,15,Rihanna,Rihanna,Rude Boy
2010,16,Lady Gaga feat. Beyonce,Lady Gaga,Telephone
2010,16,Lady Gaga feat. Beyonce,Beyonce,Telephone
2010,17,Katy Perry,Katy Perry,Teenage Dream
2010,18,Bruno Mars,Bruno Mars,Just The Way You Are
2010,19,Mike Posner,Mike Posner,Cooler Than Me
2010,20,Black Eyed Peas,Black Eyed Peas,Imma Be
