quiz,url,result,name,description,headline,image
Which “Adventure Time” Character Should Be Your Roommate?,http://www.buzzfeed.com/kevintang/which-adventure-time-character-should-be-your-roommate,7,Princess Bubblegum,"Study buddies, y’all? You appreciate punctual nerds and student body president type. You don’t think it’s wrong to have an Excel spreadsheet parcelling out all the roommate chores. You’re not snobby about being a goody-two-shoes — you just like being that way.",You got: Princess Bubblegum,http://s3-ak.buzzfeed.com/static/enhanced/webdr03/2013/3/7/11/enhanced-buzz-16273-1362673382-12.jpg
Which “Adventure Time” Character Should Be Your Roommate?,http://www.buzzfeed.com/kevintang/which-adventure-time-character-should-be-your-roommate,8,The Ice King,"All the milk in your fridge will be curdled. All the ""out of town friends"" your roomie invites over have internet search histories soaked in sin. You and your posse are actually really sensitive, good folks, which muggles don’t understand. Being different aint a sin, so let the geek flags fly, and know that you’re in good company.",You got: The Ice King,http://s3-ak.buzzfeed.com/static/enhanced/webdr01/2013/3/7/13/enhanced-buzz-1637-1362680238-26.jpg
Who Should You Party With Tonight After The Oscars?,http://www.buzzfeed.com/whitneyjefferson/who-should-you-party-with-tonight-after-the-oscars,0,Leonardo DiCaprio,"Not only have you just scored the greatest wingman on the planet, but you are bound to get the most VIP treatment there ever was. All the champagne and filet mignons will be hand delivered to you by models, and maybe Leo will even let you in on some Titanic set secrets. By the end of the night you two will be old buddies. And we hope you like e-cigs.",You got: Leonardo DiCaprio,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/16/d0089a2305f7b4d4f6442bc3b4235295-19.jpg
Who Should You Party With Tonight After The Oscars?,http://www.buzzfeed.com/whitneyjefferson/who-should-you-party-with-tonight-after-the-oscars,1,Jennifer Lawrence,"Would you look at that, you are going to be hanging out with America’s sweetheart all night! She’ll make you laugh, a lot, like you’ll probably just be in a fit of giggles all night, and then you’ll both hit the dance floor and do the crazy chicken because that’s how Jennifer rolls. The two of you are gonna tear through the snack area of the party like a bunch of teens, but you know what, you only live once and food is important.",You got: Jennifer Lawrence,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr05/28/16/e924dd5aa58d1a542df995c678cee9e8-3.jpg
Who Should You Party With Tonight After The Oscars?,http://www.buzzfeed.com/whitneyjefferson/who-should-you-party-with-tonight-after-the-oscars,2,Jared Leto,"You were meant to hang out with Jared Leto tonight. He’s a rock star, and SO ARE YOU (probably, maybe, maybe not, whatever.) He’s in a band and you like music (right?) so it’s a perfect fit! And maybe he’ll give you some hair tips throughout the night. Either way you guys are gonna rock out and party and celebrate how cool you both are.",You got: Jared Leto,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr02/28/15/3cfa09c02cac46561054d2d04ceac893-0.jpg
Who Should You Party With Tonight After The Oscars?,http://www.buzzfeed.com/whitneyjefferson/who-should-you-party-with-tonight-after-the-oscars,3,Lupita Nyong’o,"You and Lupita will be like two flawless queens walking through the party. Everyone will part and stare at your combined perfection. And then once that is over, the both of you will run around the party making sure to snap photos of everything and everyone, to make the memories last, duh!",You got: Lupita Nyong’o,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr07/28/16/b8a1a4df779ddd522b07ea511fe37273-4.jpg
Who Should You Party With Tonight After The Oscars?,http://www.buzzfeed.com/whitneyjefferson/who-should-you-party-with-tonight-after-the-oscars,4,Bill Murray,,You got: Bill Murray,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr05/28/16/ccdc554a0551390cba2a4236729b04d2-20.jpg
Who Should You Party With Tonight After The Oscars?,http://www.buzzfeed.com/whitneyjefferson/who-should-you-party-with-tonight-after-the-oscars,5,Meryl Streep,"Yeah, you should definitely hang out with MERYL EFFIN STREEP! The both of you will walk around liek glamour queens and gossip about how you run Hollywood. It’s going to be GREAT.",You got: Meryl Streep,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/16/4ff85e5840f2aea136075b5b81d795f8-12.jpg
Who Should You Party With Tonight After The Oscars?,http://www.buzzfeed.com/whitneyjefferson/who-should-you-party-with-tonight-after-the-oscars,6,Emma Thompson,"Hang with Emma and you two are going to be the life of the party. Don’t go to everyone else, they will all come to YOU. Your street cred will skyrocket once everyone sees you two doing the electric slide on the dancefloor. It’s like the both of you will have a magnetic pull, Jack Nicholson won’t be able to help but slide right beside you.",You got: Emma Thompson,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr05/28/16/7d387ee7c93ef0a3bf8bb0a255103959-24.jpg
Who Should You Party With Tonight After The Oscars?,http://www.buzzfeed.com/whitneyjefferson/who-should-you-party-with-tonight-after-the-oscars,7,Matthew McConaughey,"Alright, alright alright! Not only are the two of you going to be the best looking duo at the afterparties, but you are going to be the coolest as well. After you’ve made your rounds charming the pants off the other guests, you’ll have a few beers, maybe some bourbon and hit the dancefloor. You’ll cap the night off with a little jam session. Bongos anyone? Clothing is optional.",You got: Matthew McConaughey,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/16/9fd1346ae60fc705bdef70b1bedb935f-8.jpg
Which Twitter Founder Are You?,http://www.buzzfeed.com/jessicamisener/which-twitter-founder-are-you,0,Jack Dorsey,"You’re suave, stylish, and you’ve got total savoir-faire. You’ve put aside your punk days and suited up a bit, but that doesn’t mean you stopped enjoying the artsier side of life. That’s right, you’re no SQUARE. Just make sure you pause every now and then to turn the metaphorical Vine camera around.",You got: Jack Dorsey,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr02/28/16/eef99582e5f79049a2dbfd02f48f938b-0.jpg
Which Twitter Founder Are You?,http://www.buzzfeed.com/jessicamisener/which-twitter-founder-are-you,1,Biz Stone,"You’re the nice guy of the group, and despite your stacks on stacks on stacks you still have a heart of gold. You were blogging before blogging was cool. You were being COOL before being cool was cool. Now the only question is: Are you ready for this Jelly?",You got: Biz Stone,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr05/28/17/2f8e89a30267b4ad60d79fb05d62a6c9-8.jpg
Which Twitter Founder Are You?,http://www.buzzfeed.com/jessicamisener/which-twitter-founder-are-you,2,Evan Williams,"You have humble roots, just like the bourbon that’s named after you. (Just go with it.) You’re the muscle of your friends, and you’re good at making quick decisions when no one else will. You’re definitely off to a career that won’t be MEDIUM-sized.",You got: Evan Williams,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr08/28/17/9bb395f8a25c6c864cb9b2ee67727215-6.jpg
Which Twitter Founder Are You?,http://www.buzzfeed.com/jessicamisener/which-twitter-founder-are-you,3,Noah Glass,Who are you? Where are you? Call us.,You got: Noah Glass,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr03/28/17/4f2b38521f99d24e2fb7bdfb0ce6e4e1-8.jpg
How Cute Are You?,http://www.buzzfeed.com/erinlarosa/how-cute-are-you,0,Classic Cute!,"You are exactly what people think of when the word ""cute"" pops into their head. There’s nothing not cute about you. It’s almost like sunshine and bubbles follow your every move. And, hold on, is that a perfect daisy tucked behind your adorable ear? Honestly, I just don’t know how you pull it all off.",You got: Classic Cute!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr04/28/14/anigif_a1e108bc765b7d1134b791d6c59a5c54-1.gif
How Cute Are You?,http://www.buzzfeed.com/erinlarosa/how-cute-are-you,1,Charmingly Cute!,"You’re so cute that you can basically talk people into doing anything you want. That’s a valuable skill to have! (It’s presidential, really.) You’re the reason why people come to parties, and you’re also the last to leave. Which is a good thing, because why would anyone stay if your cute face wasn’t there?",You got: Charmingly Cute!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr07/28/14/anigif_9e57d09e325596487781d855b9453470-13.gif
How Cute Are You?,http://www.buzzfeed.com/erinlarosa/how-cute-are-you,2,Cool Cute!,"You’re effortlessly cute. It’s like you woke up just looking like this. In fact, you’re so cool, that you’re almost too cool to be cute. But you still somehow manage to be cute, because you’re so cool. You’ve got the kind of vibe that draws other people toward you, and you make it all look effortless. How did you get so cool, cutie?",You got: Cool Cute!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/14/anigif_8a45155e54f107a8e5c7e07574fc1766-7.gif
How Cute Are You?,http://www.buzzfeed.com/erinlarosa/how-cute-are-you,3,Delightfully Cute!,"You’re the Jennifer Lawrence of the cute world. Your cuteness is surprising, refreshing, and most importantly, a type of cuteness all others strive to be like. That’s because you’re naturally sweet, and always yourself no matter the situation. You don’t hesitate when it comes to expressing your opinion, and luckily, your opinion is a cute one.",You got: Delightfully Cute!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr05/28/14/anigif_35001dcfc4c115a2a4e7bd5425a72d90-9.gif
How Cute Are You?,http://www.buzzfeed.com/erinlarosa/how-cute-are-you,4,Unconventional Cute!,"You are the most special kind of cute, because you’re not everyone’s stereotype of what cute can be. You tend to surprise people with your cuteness, because you’ve got your own one-of-a-kind cuteness that is all you, and you rock it. And because you’re so independent, it has also made you completely fierce. (Fiercely adorable, obviously.)",You got: Unconventional Cute!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr05/28/14/anigif_7b38382408cb6cf186789befc0288d44-11.gif
How Cute Are You?,http://www.buzzfeed.com/erinlarosa/how-cute-are-you,5,Wickedly Cute!,"You’ve got a mischievous streak that’s so cute it often makes others blackout from happiness. You’re sassy, strong, and not afraid to try new things. Luckily, you’re so cute that you can totally get away with all of the naughty things you get up to.",You got: Wickedly Cute!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr07/28/14/anigif_2c1ebb3c43f7485da3a0ae662d5151b0-8.gif
What Flavor Hot Pocket Should You Make Love To?,http://www.buzzfeed.com/katienotopoulos/what-flavor-hot-pocket-should-you-make-love-to,0,Ham & Cheese with Crispy Buttery Seasoned Crust,Have fun fucking that Hot Pocket!,You got: Ham & Cheese with Crispy Buttery Seasoned Crust,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr04/28/15/6ffc515014f53b3b185852e9a5364849-31.jpg
What Flavor Hot Pocket Should You Make Love To?,http://www.buzzfeed.com/katienotopoulos/what-flavor-hot-pocket-should-you-make-love-to,1,Pepperoni Pizza with Crispy Buttery Seasoned Crust,Have fun fucking that Hot Pocket!,You got: Pepperoni Pizza with Crispy Buttery Seasoned Crust,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr04/28/15/fbe2dd9a16287e2ed0f06aa714004e9d-14.jpg
What Flavor Hot Pocket Should You Make Love To?,http://www.buzzfeed.com/katienotopoulos/what-flavor-hot-pocket-should-you-make-love-to,2,Philly Cheese Steak with Croissant Crust,Have fun fucking that Hot Pocket!,You got: Philly Cheese Steak with Croissant Crust,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr04/28/15/677143c5ea2e8ae626cac743bc6716e9-22.jpg
What Flavor Hot Pocket Should You Make Love To?,http://www.buzzfeed.com/katienotopoulos/what-flavor-hot-pocket-should-you-make-love-to,3,Meatballs & Mozzarella with Crispy Buttery Seasoned Crust,Have fun fucking that Hot Pocket!,You got: Meatballs & Mozzarella with Crispy Buttery Seasoned Crust,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr08/28/15/5e1447ded8d2ad1177567a40b1fdc0a1-18.jpg
What Flavor Hot Pocket Should You Make Love To?,http://www.buzzfeed.com/katienotopoulos/what-flavor-hot-pocket-should-you-make-love-to,4,Ham & Cheese with Croissant Crust,Have fun fucking that Hot Pocket!,You got: Ham & Cheese with Croissant Crust,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr04/28/15/20745868e0c3ad2fdc484797b64191b3-21.jpg
What Flavor Hot Pocket Should You Make Love To?,http://www.buzzfeed.com/katienotopoulos/what-flavor-hot-pocket-should-you-make-love-to,5,Four Cheese Pizza with Crispy Buttery Seasoned Crust,Have fun fucking that Hot Pocket!,You got: Four Cheese Pizza with Crispy Buttery Seasoned Crust,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr08/28/15/fe5106fc8cd3dc5b322012b64e531b58-21.jpg
What Flavor Hot Pocket Should You Make Love To?,http://www.buzzfeed.com/katienotopoulos/what-flavor-hot-pocket-should-you-make-love-to,6,Pepperoni Pizza with Crispy Crust,Have fun fucking that Hot Pocket!,You got: Pepperoni Pizza with Crispy Crust,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr08/28/15/534a6c40cfffd3552e74615ba0c34cc5-10.jpg
What Flavor Hot Pocket Should You Make Love To?,http://www.buzzfeed.com/katienotopoulos/what-flavor-hot-pocket-should-you-make-love-to,7,BBQ Recipe Beef with Crispy Buttery Seasoned Crust,Have fun fucking that Hot Pocket!,You got: BBQ Recipe Beef with Crispy Buttery Seasoned Crust,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr08/28/15/53e2a908bc93164940b84d97147496b8-31.jpg
What Flavor Hot Pocket Should You Make Love To?,http://www.buzzfeed.com/katienotopoulos/what-flavor-hot-pocket-should-you-make-love-to,8,Pepperoni & Sausage Pizza with Crispy Buttery Seasoned Crust,Have fun fucking that Hot Pocket!,You got: Pepperoni & Sausage Pizza with Crispy Buttery Seasoned Crust,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr04/28/15/209caea5dd3e68fcf7ecb08ecb93408f-34.jpg
What Flavor Hot Pocket Should You Make Love To?,http://www.buzzfeed.com/katienotopoulos/what-flavor-hot-pocket-should-you-make-love-to,9,Philly Steak & Cheese with Seasoned Crust,Have fun fucking that Hot Pocket!,You got: Philly Steak & Cheese with Seasoned Crust,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr08/28/15/142a1a7603504b34a67896802743e946-34.jpg
What Flavor Hot Pocket Should You Make Love To?,http://www.buzzfeed.com/katienotopoulos/what-flavor-hot-pocket-should-you-make-love-to,10,Bacon Cheddar Cheese Melt with Pretzel Bread,Have fun fucking that Hot Pocket!,You got: Bacon Cheddar Cheese Melt with Pretzel Bread,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/15/ba89f3348da595ec8b779aef85c6be4c-26.jpg
What Flavor Hot Pocket Should You Make Love To?,http://www.buzzfeed.com/katienotopoulos/what-flavor-hot-pocket-should-you-make-love-to,11,"Bacon, Egg & Cheese with Seasoned Crust",Have fun fucking that Hot Pocket!,"You got: Bacon, Egg & Cheese with Seasoned Crust",http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/15/a420c0099521da0c6d14a6b5f4f0e5fe-11.jpg
How Will Your Startup Fairy Tale End?,http://www.buzzfeed.com/mattlynley/how-will-your-startup-fairy-tale-end,0,Acquired by Marissa Mayer!,"Okay, so things sort of worked out. Your idea was a decent one but wasn’t exactly catching fire. Not to worry though â Yahoo has swooped in and given you enough money from its sweet, sweet Alibaba cash pile to make your investors and employees happy. So long as you stay there for at least a year or so.",You got: Acquired by Marissa Mayer!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr04/28/16/7d7282e4835f6e1d3039add4aaf16ab4-11.jpg
How Will Your Startup Fairy Tale End?,http://www.buzzfeed.com/mattlynley/how-will-your-startup-fairy-tale-end,1,Still in stealth mode!,"You’ve raised a ton of money and are finding new and creative ways to spend it without actually launching. But don’t worry, it’ll be out soon, once you’ve pivoted a third or fourth time and relaunched your new app. Just make sure you keep ""entrepreneur"" in your Twitter bio.",You got: Still in stealth mode!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/17/8d718cc3d5848a1e8af3c4fd93d0c4f1-4.jpg
How Will Your Startup Fairy Tale End?,http://www.buzzfeed.com/mattlynley/how-will-your-startup-fairy-tale-end,2,Raise a huge financing round that is basically an exit!,"Rather than risk the public markets like the rest of those suckers, you’ve opted to raise a billion dollars from a huge telecom firm somewhere in the world and let all your employees and investors make a ton of money off the deal. Congratulations!",You got: Raise a huge financing round that is basically an exit!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/12/fd138f2f154bc0993f18c9057e1d6a22-10.jpg
How Will Your Startup Fairy Tale End?,http://www.buzzfeed.com/mattlynley/how-will-your-startup-fairy-tale-end,3,Bought by Apple!,"Never has the phrase âApple buys smaller technology companies from time to time and we generally do not discuss our purpose or plans,â sounded quite so sweet. You don’t care much for fanfare and are just happy that everyone made a good amount of money and the technology you made is being put to good use.",You got: Bought by Apple!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/12/1d965c64f697f0d833ff313cbaf5387e-0.jpg
How Will Your Startup Fairy Tale End?,http://www.buzzfeed.com/mattlynley/how-will-your-startup-fairy-tale-end,4,Acqui-hired!,"Okay, your idea definitely wasn’t working. But it’s not because your team isn’t good enough â far from it. You have one of the best sets of engineers, designers and product people in the business. So instead, Google, Facebook, or some other big technology company has offered you a ton of money to join the company and you still get to call it an exit.",You got: Acqui-hired!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr07/28/13/3ba283de2580586a031f7de54143ff28-13.jpg
How Will Your Startup Fairy Tale End?,http://www.buzzfeed.com/mattlynley/how-will-your-startup-fairy-tale-end,5,Go public!,"Here. We. Go. You’ve decided it’s time to raise a ton of money and leave it up to public shareholders to decide how valuable your company is. Your balance sheet is in order, or a close enough approximation to being in order, and you don’t have any alarming red flags that are going to turn investors off. Time for everyone to get rich!",You got: Go public!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr07/28/13/c14b966a5b15ecdabb3755d1b6770a53-12.jpg
How Will Your Startup Fairy Tale End?,http://www.buzzfeed.com/mattlynley/how-will-your-startup-fairy-tale-end,6,Targeted by activist investors!,"You went public! Now onto the bad news: Carl Icahn is mad at you. He thinks that your company is a ""no brainer"" and thinks it’s really undervalued, and it’s basically all your fault and your board’s fault. Everyone should leave and you should basically sell off all the assets of your company while you’re ahead, because it’s just going to get ugly from here. Or, at least borrow a ton of money and buy back stock.",You got: Targeted by activist investors!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/13/d4cbf24686c834d8c62d35f2fcc67bdc-13.jpg
How Will Your Startup Fairy Tale End?,http://www.buzzfeed.com/mattlynley/how-will-your-startup-fairy-tale-end,7,Make an ungodly amount of money without ever selling!,"You got lucky. Really, really lucky. Whether it’s the next Minecraft or Flappy Bird, you made a game (or app) that was so popular you basically paid yourself a $100 million dividend in its first year of operations. But eventually it got less popular, and rather than taking a risk to sell the company or go public, you decided to quietly retire to the Bahamas and spend your millions. Good on you!",You got: Make an ungodly amount of money without ever selling!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr04/28/13/c32f633791fd57dc68111fda044c1453-1.jpg
How Will Your Startup Fairy Tale End?,http://www.buzzfeed.com/mattlynley/how-will-your-startup-fairy-tale-end,8,Kicked out of your company!,"Sorry. It’s not them, it’s you. Whether you were just too immature or the company got too big, or you wanted to sell too early, things just weren’t working out. Your investors and your board basically told you to hit the road, but at least they let you sell a bunch of stock before you left. Just make sure you throw one hell of a going away party.",You got: Kicked out of your company!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr07/28/13/4c613a527abe9ecf4d30091fbce1859e-12.jpg
How Will Your Startup Fairy Tale End?,http://www.buzzfeed.com/mattlynley/how-will-your-startup-fairy-tale-end,9,Flame out in a spectacular fashion!,"Remember that huge party you threw in the Marina to celebrate your product launch? It used up most of the cash you had left, and your app is a total dud. Your investors are furious and won’t give you more money, and you have to essentially tell everyone it didn’t work and return what little cash you have left. There’s always next time.",You got: Flame out in a spectacular fashion!,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/13/f1ca0a474b9c2175d422726ffb9b66cf-12.jpg
Which “Frasier” Character Are You?,http://www.buzzfeed.com/dianabruk/which-frasier-character-are-you,0,Frasier,"You are charming, sophisticated, and a great listener. At times, you can be a little self-centered and dramatic, but that’s what your friends-and your fans- love most about you.",You got: Frasier,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr08/28/17/35215ca03b0d15bf9440aa3aed621602-2.jpg
Which “Frasier” Character Are You?,http://www.buzzfeed.com/dianabruk/which-frasier-character-are-you,1,Niles,"You’re refined, witty, and the ultimate gent. You make everyone around you feel at ease, even though you yourself can be a little nervous. At heart, you’re also a hopeless romantic and a deeply sensitive soul.",You got: Niles,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr05/28/17/6404bbb5d752967d4851a616480e0ac7-11.jpg
Which “Frasier” Character Are You?,http://www.buzzfeed.com/dianabruk/which-frasier-character-are-you,2,Martin,"You’re down-to-earth, old-fashioned, and super relaxed. You can seem a little crochety at times, but the truth is you’re an old softie. You care deeply about the people around you, even if you don’t always know how to show it.",You got: Martin,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr07/28/17/a5591b66223aee034ca62e6877b013fa-1.jpg
Which “Frasier” Character Are You?,http://www.buzzfeed.com/dianabruk/which-frasier-character-are-you,3,Eddie,You are an adorable dog and everybody loves you.,You got: Eddie,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr03/28/17/d838f61b5d62f5bb723d059520ec190c-10.jpg
Which “Frasier” Character Are You?,http://www.buzzfeed.com/dianabruk/which-frasier-character-are-you,4,Daphne,"Unassumingly beautiful, you are the object of everyone’s affection. The secret is that that you’re warm and elegant, the kind of person who fits in at a fancy ball and at home with a bucket of chicken.",You got: Daphne,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr04/28/17/54e1c40e932f819b2db8242909f49572-15.jpg
Which “Frasier” Character Are You?,http://www.buzzfeed.com/dianabruk/which-frasier-character-are-you,5,Roz,"You are a sex god/goddess. You don’t care what other people think and live life to the very fullest. But you’re also always there for your friends when they need you, and aren’t afraid to reveal your vulnerable side.",You got: Roz,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/17/c4a853c25a679840c523d0292c2fcf25-6.jpg
Which Strong Female Character Are You?,http://www.buzzfeed.com/catesevilla/which-strong-female-character-are-you,0,Princess Leia,"You have the weight of the entire galaxy on your shoulders, but you always play it cool. Sure you have daddy issues and a complicated relationship with your brother, but you always stay strong. So strong.",You got: Princess Leia,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr03/28/9/eec884fc566cdb892f1a4fefb5f38819-15.jpg
Which Strong Female Character Are You?,http://www.buzzfeed.com/catesevilla/which-strong-female-character-are-you,1,River Song,"A goddess of all of time and space, your life has literally been one regeneration after the other. You never shy away from an innuendo or an opportunity to show everyone just how very sassy you are.",You got: River Song,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr05/28/10/7f774614aaafc355c3c71325888e9c5d-11.jpg
Which Strong Female Character Are You?,http://www.buzzfeed.com/catesevilla/which-strong-female-character-are-you,2,Buffy Summers,"Simply put, you are the chosen one. You save the world time and time again, and it’s like everyone doesn’t even notice. But it’s fine, you keep your head up, your stakes sharp, and your banter witty.",You got: Buffy Summers,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr07/28/10/c18020ef36cfd6a67a4dba5a6402a1b9-5.jpg
Which Strong Female Character Are You?,http://www.buzzfeed.com/catesevilla/which-strong-female-character-are-you,3,Irene Adler,"You are all WOMAN. It’s fair to say you’re quite dominant in your relationships, and can’t be bothered with silly notions such as ""plans"" or ""commitment"" or ""clothing.""",You got: Irene Adler,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/11/fdb2a73632b26568a78adcc727817865-0.jpg
Which Strong Female Character Are You?,http://www.buzzfeed.com/catesevilla/which-strong-female-character-are-you,4,Lara Croft,"Athletic, aristocratic, and with a penchant for archeology â you quickly leap out of sticky situations and tuck and roll when the going gets tough. And when that doesn’t work â Uzis. That’s just how Lara Croft rolls, son.",You got: Lara Croft,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/10/f1c9f17aae4f340ed085d8778efc131b-19.jpg
Which Strong Female Character Are You?,http://www.buzzfeed.com/catesevilla/which-strong-female-character-are-you,5,Olivia Pope,"You’re politically minded, keep calm and carry on in a crisis, and can get yourself out of any situation, ever. You say what everyone else thinks, but you say it faster and wittier than anyone else could ever hope for.",You got: Olivia Pope,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr04/28/11/1cfe1131737258c7f296013e7e241189-28.jpg
Which Strong Female Character Are You?,http://www.buzzfeed.com/catesevilla/which-strong-female-character-are-you,6,Katniss Everdeen,"You are a survivor, girl. Things have been rough for you, you know, with the Hunger Games and all, but you are a FIGHTER with magnificent hair who will protect those she loves TO THE DEATH. LITERALLY.",You got: Katniss Everdeen,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/11/3e22768f0bcf5c12436a80c7e23ba758-0.jpg
Which Strong Female Character Are You?,http://www.buzzfeed.com/catesevilla/which-strong-female-character-are-you,7,Mulan,"You are one rebellious lady. Fighting in a war as a child hasn’t stopped your capability to love, and your ability to to speak to dragons is even more impressive. You do you, girl. You do you.",You got: Mulan,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/11/6bc2ce6514db70256eddedb2948663a3-0.jpg
Which Strong Female Character Are You?,http://www.buzzfeed.com/catesevilla/which-strong-female-character-are-you,8,Xena: Warrior Princess,"You have a super shady past, but you’ve managed to overcome your past demons and have strategically bitch-slapped your way to redemption.",You got: Xena: Warrior Princess,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/11/41bd71a3a03a2f9666095ce57ac0919c-0.jpg
Which “Real Housewife” Are You?,http://www.buzzfeed.com/tanyachen/which-real-housewives-housewife-are-you,0,Jill Zarin,"You like to meddle in everyone’s business â ""What?"" ""What ah you guys taulking about?"" ""What’s going on hea?"" â but you really mean the best. Yes, at times you can be extremely dramatic, but you’re just trying to live your life as honestly as you can.",You got: Jill Zarin,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr05/28/10/7e8a5d172aa7e2312daeba12590468a8-0.jpg
Which “Real Housewife” Are You?,http://www.buzzfeed.com/tanyachen/which-real-housewives-housewife-are-you,1,Bethenny Frankel,"It’s not hard to peg why you are one of the most likable characters in the franchise: You’re honest (even when it hurts), vulnerable (even when it’s hard), and extremely ambitious (even when odds were way stacked against you). No one is safe from your verbal ammunition, but you’re just trying to keep it 110% real.",You got: Bethenny Frankel,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/10/anigif_9e960dc1f26b8da6359e342f99cebef3-7.gif
Which “Real Housewife” Are You?,http://www.buzzfeed.com/tanyachen/which-real-housewives-housewife-are-you,2,LuAnn de Lesseps,"You may or may not still be a ~countess~ but do formalities really matter? No. In your heart of hearts, you know you’re royalty. You live your life like a lady but will occasionally dabble in Auto-Tuned club music. Above all else, you live by one mantra: money does NOT buy one class. Stay chic, c’est la vie.",You got: LuAnn de Lesseps,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr07/28/11/80b730f728b5fb5f0a67265455cf1997-0.jpg
Which “Real Housewife” Are You?,http://www.buzzfeed.com/tanyachen/which-real-housewives-housewife-are-you,3,Teresa Guidice,"OKOKOK before you break into any identity crises, Teresa MEANS well. She’s just a little, y’know, misunderstood. Yes, she’s passionate (sometimes a little too passionate), but only because she’s hyper-protective of things she holds close to her heart. Like, her family. You’d flip over a table for your family, right?",You got: Teresa Guidice,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr02/28/11/anigif_a08458667a92717fcfa2f4d609c3277e-4.gif
Which “Real Housewife” Are You?,http://www.buzzfeed.com/tanyachen/which-real-housewives-housewife-are-you,4,NeNe Leakes,"You are the real deal. You are not here for bullshit, you are not here for haters, and you most definitely do not have time for clownery. So while people are running their mouths, you are running to the bank, depositing a TRUMP CHECK, hunny. 

Girl, bye.",You got: NeNe Leakes,http://s3-ak.buzzfeed.com/static/2014-02/tmp/webdr06/28/11/anigif_55ab872c26838c22368676bba2d3317f-1.gif
