league,year,series,team,games_won,games_played,won_series
nba,2009,western_first_round,Denver Nuggets,4,5,1
nba,2009,western_first_round,Los Angeles Lakers,4,5,1
nba,2009,finals,Orlando Magic,1,5,0
nba,2009,western_semis,Dallas Mavericks,1,5,0
nba,2009,western_first_round,San Antonio Spurs,1,5,0
nba,2009,western_first_round,New Orleans Hornets,1,5,0
nba,2009,western_first_round,Utah Jazz,1,5,0
nba,2009,eastern_semis,Cleveland Cavaliers,4,4,1
nba,2009,eastern_first_round,Cleveland Cavaliers,4,4,1
nba,2009,eastern_semis,Atlanta Hawks,0,4,0
nba,2009,eastern_first_round,Detroit Pistons,0,4,0
nba,2008,eastern_semis,Boston Celtics,4,7,1
nba,2008,western_semis,San Antonio Spurs,4,7,1
nba,2008,eastern_first_round,Boston Celtics,4,7,1
nba,2008,eastern_semis,Cleveland Cavaliers,3,7,0
nba,2008,western_semis,New Orleans Hornets,3,7,0
nba,2008,eastern_first_round,Atlanta Hawks,3,7,0
nba,2008,finals,Boston Celtics,4,6,1
nba,2008,eastern_finals,Boston Celtics,4,6,1
nba,2008,western_semis,Los Angeles Lakers,4,6,1
nba,2008,eastern_first_round,Cleveland Cavaliers,4,6,1
nba,2008,eastern_first_round,Detroit Pistons,4,6,1
nba,2008,western_first_round,Utah Jazz,4,6,1
nba,2008,finals,Los Angeles Lakers,2,6,0
nba,2008,eastern_finals,Detroit Pistons,2,6,0
nba,2008,western_semis,Utah Jazz,2,6,0
nba,2008,eastern_first_round,Washington Wizards,2,6,0
nba,2008,eastern_first_round,Philadelphia 76ers,2,6,0
nba,2008,western_first_round,Houston Rockets,2,6,0
nba,2008,western_finals,Los Angeles Lakers,4,5,1
nba,2008,eastern_semis,Detroit Pistons,4,5,1
nba,2008,eastern_first_round,Orlando Magic,4,5,1
nba,2008,western_first_round,New Orleans Hornets,4,5,1
nba,2008,western_first_round,San Antonio Spurs,4,5,1
nba,2008,western_finals,San Antonio Spurs,1,5,0
nba,2008,eastern_semis,Orlando Magic,1,5,0
nba,2008,eastern_first_round,Toronto Raptors,1,5,0
nba,2008,western_first_round,Dallas Mavericks,1,5,0
nba,2008,western_first_round,Phoenix Suns,1,5,0
nba,2008,western_first_round,Los Angeles Lakers,4,4,1
nba,2008,western_first_round,Denver Nuggets,0,4,0
nba,2007,western_first_round,Utah Jazz,4,7,1
nba,2007,western_first_round,Houston Rockets,3,7,0
nba,2007,eastern_finals,Cleveland Cavaliers,4,6,1
nba,2007,eastern_semis,Cleveland Cavaliers,4,6,1
nba,2007,eastern_semis,Detroit Pistons,4,6,1
nba,2007,western_semis,San Antonio Spurs,4,6,1
nba,2007,eastern_first_round,New Jersey Nets,4,6,1
nba,2007,western_first_round,Golden State Warriors,4,6,1
nba,2007,eastern_finals,Detroit Pistons,2,6,0
nba,2007,eastern_semis,New Jersey Nets,2,6,0
nba,2007,eastern_semis,Chicago Bulls,2,6,0
nba,2007,western_semis,Phoenix Suns,2,6,0
nba,2007,eastern_first_round,Toronto Raptors,2,6,0
nba,2007,western_first_round,Dallas Mavericks,2,6,0
nba,2007,western_finals,San Antonio Spurs,4,5,1
nba,2007,western_semis,Utah Jazz,4,5,1
nba,2007,western_first_round,Phoenix Suns,4,5,1
nba,2007,western_first_round,San Antonio Spurs,4,5,1
nba,2007,western_finals,Utah Jazz,1,5,0
nba,2007,western_semis,Golden State Warriors,1,5,0
nba,2007,western_first_round,Los Angeles Lakers,1,5,0
nba,2007,western_first_round,Denver Nuggets,1,5,0
nba,2007,finals,San Antonio Spurs,4,4,1
nba,2007,eastern_first_round,Chicago Bulls,4,4,1
nba,2007,eastern_first_round,Cleveland Cavaliers,4,4,1
nba,2007,eastern_first_round,Detroit Pistons,4,4,1
nba,2007,finals,Cleveland Cavaliers,0,4,0
nba,2007,eastern_first_round,Miami Heat,0,4,0
nba,2007,eastern_first_round,Washington Wizards,0,4,0
nba,2007,eastern_first_round,Orlando Magic,0,4,0
nba,2006,eastern_semis,Detroit Pistons,4,7,1
nba,2006,western_semis,Dallas Mavericks,4,7,1
nba,2006,western_semis,Phoenix Suns,4,7,1
nba,2006,western_first_round,Phoenix Suns,4,7,1
nba,2006,eastern_semis,Cleveland Cavaliers,3,7,0
nba,2006,western_semis,San Antonio Spurs,3,7,0
nba,2006,western_semis,Los Angeles Clippers,3,7,0
nba,2006,western_first_round,Los Angeles Lakers,3,7,0
nba,2006,finals,Miami Heat,4,6,1
nba,2006,eastern_finals,Miami Heat,4,6,1
nba,2006,western_finals,Dallas Mavericks,4,6,1
nba,2006,eastern_first_round,Cleveland Cavaliers,4,6,1
nba,2006,eastern_first_round,Miami Heat,4,6,1
nba,2006,eastern_first_round,New Jersey Nets,4,6,1
nba,2006,western_first_round,San Antonio Spurs,4,6,1
nba,2006,finals,Dallas Mavericks,2,6,0
nba,2006,eastern_finals,Detroit Pistons,2,6,0
nba,2006,western_finals,Phoenix Suns,2,6,0
nba,2006,eastern_first_round,Washington Wizards,2,6,0
nba,2006,eastern_first_round,Chicago Bulls,2,6,0
nba,2006,eastern_first_round,Indiana Pacers,2,6,0
nba,2006,western_first_round,Sacramento Kings,2,6,0
nba,2006,eastern_semis,Miami Heat,4,5,1
nba,2006,eastern_first_round,Detroit Pistons,4,5,1
nba,2006,western_first_round,Los Angeles Clippers,4,5,1
nba,2006,eastern_semis,New Jersey Nets,1,5,0
nba,2006,eastern_first_round,Milwaukee Bucks,1,5,0
nba,2006,western_first_round,Denver Nuggets,1,5,0
nba,2006,western_first_round,Dallas Mavericks,4,4,1
nba,2006,western_first_round,Memphis Grizzlies,0,4,0
nba,2005,finals,San Antonio Spurs,4,7,1
nba,2005,eastern_finals,Detroit Pistons,4,7,1
nba,2005,eastern_first_round,Indiana Pacers,4,7,1
nba,2005,western_first_round,Dallas Mavericks,4,7,1
nba,2005,finals,Detroit Pistons,3,7,0
nba,2005,eastern_finals,Miami Heat,3,7,0
nba,2005,eastern_first_round,Boston Celtics,3,7,0
nba,2005,western_first_round,Houston Rockets,3,7,0
nba,2005,eastern_semis,Detroit Pistons,4,6,1
nba,2005,western_semis,Phoenix Suns,4,6,1
nba,2005,western_semis,San Antonio Spurs,4,6,1
nba,2005,eastern_first_round,Washington Wizards,4,6,1
nba,2005,eastern_semis,Indiana Pacers,2,6,0
nba,2005,western_semis,Dallas Mavericks,2,6,0
nba,2005,western_semis,Seattle SuperSonics,2,6,0
nba,2005,eastern_first_round,Chicago Bulls,2,6,0
nba,2005,western_finals,San Antonio Spurs,4,5,1
nba,2005,eastern_first_round,Detroit Pistons,4,5,1
nba,2005,western_first_round,San Antonio Spurs,4,5,1
nba,2005,western_first_round,Seattle SuperSonics,4,5,1
nba,2005,western_finals,Phoenix Suns,1,5,0
nba,2005,eastern_first_round,Philadelphia 76ers,1,5,0
nba,2005,western_first_round,Denver Nuggets,1,5,0
nba,2005,western_first_round,Sacramento Kings,1,5,0
nba,2005,eastern_semis,Miami Heat,4,4,1
nba,2005,eastern_first_round,Miami Heat,4,4,1
nba,2005,western_first_round,Phoenix Suns,4,4,1
nba,2005,eastern_semis,Washington Wizards,0,4,0
nba,2005,eastern_first_round,New Jersey Nets,0,4,0
nba,2005,western_first_round,Memphis Grizzlies,0,4,0
nba,2004,eastern_semis,Detroit Pistons,4,7,1
nba,2004,western_semis,Minnesota Timberwolves,4,7,1
nba,2004,eastern_first_round,Miami Heat,4,7,1
nba,2004,eastern_semis,New Jersey Nets,3,7,0
nba,2004,western_semis,Sacramento Kings,3,7,0
nba,2004,eastern_first_round,New Orleans Hornets,3,7,0
nba,2004,eastern_finals,Detroit Pistons,4,6,1
nba,2004,western_finals,Los Angeles Lakers,4,6,1
nba,2004,eastern_semis,Indiana Pacers,4,6,1
nba,2004,western_semis,Los Angeles Lakers,4,6,1
nba,2004,eastern_finals,Indiana Pacers,2,6,0
nba,2004,western_finals,Minnesota Timberwolves,2,6,0
nba,2004,eastern_semis,Miami Heat,2,6,0
nba,2004,western_semis,San Antonio Spurs,2,6,0
nba,2004,finals,Detroit Pistons,4,5,1
nba,2004,eastern_first_round,Detroit Pistons,4,5,1
nba,2004,western_first_round,Los Angeles Lakers,4,5,1
nba,2004,western_first_round,Minnesota Timberwolves,4,5,1
nba,2004,western_first_round,Sacramento Kings,4,5,1
nba,2004,finals,Los Angeles Lakers,1,5,0
nba,2004,eastern_first_round,Milwaukee Bucks,1,5,0
nba,2004,western_first_round,Houston Rockets,1,5,0
nba,2004,western_first_round,Denver Nuggets,1,5,0
nba,2004,western_first_round,Dallas Mavericks,1,5,0
nba,2004,eastern_first_round,Indiana Pacers,4,4,1
nba,2004,eastern_first_round,New Jersey Nets,4,4,1
nba,2004,western_first_round,San Antonio Spurs,4,4,1
nba,2004,eastern_first_round,Boston Celtics,0,4,0
nba,2004,eastern_first_round,New York Knicks,0,4,0
nba,2004,western_first_round,Memphis Grizzlies,0,4,0
nba,2003,western_semis,Dallas Mavericks,4,7,1
nba,2003,eastern_first_round,Detroit Pistons,4,7,1
nba,2003,western_first_round,Dallas Mavericks,4,7,1
nba,2003,western_semis,Sacramento Kings,3,7,0
nba,2003,eastern_first_round,Orlando Magic,3,7,0
nba,2003,western_first_round,Portland Trail Blazers,3,7,0
nba,2003,finals,San Antonio Spurs,4,6,1
nba,2003,western_finals,San Antonio Spurs,4,6,1
nba,2003,eastern_semis,Detroit Pistons,4,6,1
nba,2003,western_semis,San Antonio Spurs,4,6,1
nba,2003,eastern_first_round,Boston Celtics,4,6,1
nba,2003,eastern_first_round,New Jersey Nets,4,6,1
nba,2003,eastern_first_round,Philadelphia 76ers,4,6,1
nba,2003,western_first_round,Los Angeles Lakers,4,6,1
nba,2003,western_first_round,San Antonio Spurs,4,6,1
nba,2003,finals,New Jersey Nets,2,6,0
nba,2003,western_finals,Dallas Mavericks,2,6,0
nba,2003,eastern_semis,Philadelphia 76ers,2,6,0
nba,2003,western_semis,Los Angeles Lakers,2,6,0
nba,2003,eastern_first_round,Indiana Pacers,2,6,0
nba,2003,eastern_first_round,Milwaukee Bucks,2,6,0
nba,2003,eastern_first_round,New Orleans Hornets,2,6,0
nba,2003,western_first_round,Minnesota Timberwolves,2,6,0
nba,2003,western_first_round,Phoenix Suns,2,6,0
nba,2003,western_first_round,Sacramento Kings,4,5,1
nba,2003,western_first_round,Utah Jazz,1,5,0
nba,2003,eastern_finals,New Jersey Nets,4,4,1
nba,2003,eastern_semis,New Jersey Nets,4,4,1
nba,2003,eastern_finals,Detroit Pistons,0,4,0
nba,2003,eastern_semis,Boston Celtics,0,4,0
nba,2002,western_finals,Los Angeles Lakers,4,7,1
nba,2002,western_finals,Sacramento Kings,3,7,0
nba,2002,eastern_finals,New Jersey Nets,4,6,1
nba,2002,eastern_finals,Boston Celtics,2,6,0
nba,2002,eastern_semis,Boston Celtics,4,5,1
nba,2002,eastern_semis,New Jersey Nets,4,5,1
nba,2002,western_semis,Los Angeles Lakers,4,5,1
nba,2002,western_semis,Sacramento Kings,4,5,1
nba,2002,eastern_first_round,Boston Celtics,3,5,1
nba,2002,eastern_first_round,Detroit Pistons,3,5,1
nba,2002,eastern_first_round,New Jersey Nets,3,5,1
nba,2002,western_first_round,San Antonio Spurs,3,5,1
nba,2002,eastern_semis,Detroit Pistons,1,5,0
nba,2002,eastern_semis,Charlotte Hornets,1,5,0
nba,2002,western_semis,San Antonio Spurs,1,5,0
nba,2002,western_semis,Dallas Mavericks,1,5,0
nba,2002,eastern_first_round,Philadelphia 76ers,2,5,0
nba,2002,eastern_first_round,Toronto Raptors,2,5,0
nba,2002,eastern_first_round,Indiana Pacers,2,5,0
nba,2002,western_first_round,Seattle SuperSonics,2,5,0
nba,2002,finals,Los Angeles Lakers,4,4,1
nba,2002,eastern_first_round,Charlotte Hornets,3,4,1
nba,2002,western_first_round,Sacramento Kings,3,4,1
nba,2002,finals,New Jersey Nets,0,4,0
nba,2002,eastern_first_round,Orlando Magic,1,4,0
nba,2002,western_first_round,Utah Jazz,1,4,0
nba,2002,western_first_round,Dallas Mavericks,3,3,1
nba,2002,western_first_round,Los Angeles Lakers,3,3,1
nba,2002,western_first_round,Minnesota Timberwolves,0,3,0
nba,2002,western_first_round,Portland Trail Blazers,0,3,0
nba,2001,eastern_finals,Philadelphia 76ers,4,7,1
nba,2001,eastern_semis,Milwaukee Bucks,4,7,1
nba,2001,eastern_semis,Philadelphia 76ers,4,7,1
nba,2001,eastern_finals,Milwaukee Bucks,3,7,0
nba,2001,eastern_semis,Charlotte Hornets,3,7,0
nba,2001,eastern_semis,Toronto Raptors,3,7,0
nba,2001,finals,Los Angeles Lakers,4,5,1
nba,2001,western_semis,San Antonio Spurs,4,5,1
nba,2001,eastern_first_round,Toronto Raptors,3,5,1
nba,2001,western_first_round,Dallas Mavericks,3,5,1
nba,2001,finals,Philadelphia 76ers,1,5,0
nba,2001,western_semis,Dallas Mavericks,1,5,0
nba,2001,eastern_first_round,New York Knicks,2,5,0
nba,2001,western_first_round,Utah Jazz,2,5,0
nba,2001,western_finals,Los Angeles Lakers,4,4,1
nba,2001,western_semis,Los Angeles Lakers,4,4,1
nba,2001,eastern_first_round,Milwaukee Bucks,3,4,1
nba,2001,eastern_first_round,Philadelphia 76ers,3,4,1
nba,2001,western_first_round,Sacramento Kings,3,4,1
nba,2001,western_first_round,San Antonio Spurs,3,4,1
nba,2001,western_finals,San Antonio Spurs,0,4,0
nba,2001,western_semis,Sacramento Kings,0,4,0
nba,2001,eastern_first_round,Orlando Magic,1,4,0
nba,2001,eastern_first_round,Indiana Pacers,1,4,0
nba,2001,western_first_round,Phoenix Suns,1,4,0
nba,2001,western_first_round,Minnesota Timberwolves,1,4,0
nba,2001,eastern_first_round,Charlotte Hornets,3,3,1
nba,2001,western_first_round,Los Angeles Lakers,3,3,1
nba,2001,eastern_first_round,Miami Heat,0,3,0
nba,2001,western_first_round,Portland Trail Blazers,0,3,0
nba,2000,western_finals,Los Angeles Lakers,4,7,1
nba,2000,eastern_semis,New York Knicks,4,7,1
nba,2000,western_finals,Portland Trail Blazers,3,7,0
nba,2000,eastern_semis,Miami Heat,3,7,0
nba,2000,finals,Los Angeles Lakers,4,6,1
nba,2000,eastern_finals,Indiana Pacers,4,6,1
nba,2000,eastern_semis,Indiana Pacers,4,6,1
nba,2000,finals,Indiana Pacers,2,6,0
nba,2000,eastern_finals,New York Knicks,2,6,0
nba,2000,eastern_semis,Philadelphia 76ers,2,6,0
nba,2000,western_semis,Los Angeles Lakers,4,5,1
nba,2000,western_semis,Portland Trail Blazers,4,5,1
nba,2000,eastern_first_round,Indiana Pacers,3,5,1
nba,2000,western_first_round,Los Angeles Lakers,3,5,1
nba,2000,western_first_round,Utah Jazz,3,5,1
nba,2000,western_semis,Phoenix Suns,1,5,0
nba,2000,western_semis,Utah Jazz,1,5,0
nba,2000,eastern_first_round,Milwaukee Bucks,2,5,0
nba,2000,western_first_round,Sacramento Kings,2,5,0
nba,2000,western_first_round,Seattle SuperSonics,2,5,0
nba,2000,eastern_first_round,Philadelphia 76ers,3,4,1
nba,2000,western_first_round,Phoenix Suns,3,4,1
nba,2000,western_first_round,Portland Trail Blazers,3,4,1
nba,2000,eastern_first_round,Charlotte Hornets,1,4,0
nba,2000,western_first_round,San Antonio Spurs,1,4,0
nba,2000,western_first_round,Minnesota Timberwolves,1,4,0
nba,2000,eastern_first_round,Miami Heat,3,3,1
nba,2000,eastern_first_round,New York Knicks,3,3,1
nba,2000,eastern_first_round,Detroit Pistons,0,3,0
nba,2000,eastern_first_round,Toronto Raptors,0,3,0
nba,1999,eastern_finals,New York Knicks,4,6,1
nba,1999,western_semis,Portland Trail Blazers,4,6,1
nba,1999,eastern_finals,Indiana Pacers,2,6,0
nba,1999,western_semis,Utah Jazz,2,6,0
nba,1999,finals,San Antonio Spurs,4,5,1
nba,1999,eastern_first_round,Atlanta Hawks,3,5,1
nba,1999,eastern_first_round,New York Knicks,3,5,1
nba,1999,western_first_round,Utah Jazz,3,5,1
nba,1999,finals,New York Knicks,1,5,0
nba,1999,eastern_first_round,Detroit Pistons,2,5,0
nba,1999,eastern_first_round,Miami Heat,2,5,0
nba,1999,western_first_round,Sacramento Kings,2,5,0
nba,1999,western_finals,San Antonio Spurs,4,4,1
nba,1999,eastern_semis,Indiana Pacers,4,4,1
nba,1999,eastern_semis,New York Knicks,4,4,1
nba,1999,western_semis,San Antonio Spurs,4,4,1
nba,1999,eastern_first_round,Philadelphia 76ers,3,4,1
nba,1999,western_first_round,Los Angeles Lakers,3,4,1
nba,1999,western_first_round,San Antonio Spurs,3,4,1
nba,1999,western_finals,Portland Trail Blazers,0,4,0
nba,1999,eastern_semis,Philadelphia 76ers,0,4,0
nba,1999,eastern_semis,Atlanta Hawks,0,4,0
nba,1999,western_semis,Los Angeles Lakers,0,4,0
nba,1999,eastern_first_round,Orlando Magic,1,4,0
nba,1999,western_first_round,Houston Rockets,1,4,0
nba,1999,western_first_round,Minnesota Timberwolves,1,4,0
nba,1999,eastern_first_round,Indiana Pacers,3,3,1
nba,1999,western_first_round,Portland Trail Blazers,3,3,1
nba,1999,eastern_first_round,Milwaukee Bucks,0,3,0
nba,1999,western_first_round,Phoenix Suns,0,3,0
nba,1998,eastern_finals,Chicago Bulls,4,7,1
nba,1998,eastern_finals,Indiana Pacers,3,7,0
nba,1998,finals,Chicago Bulls,4,6,1
nba,1998,finals,Utah Jazz,2,6,0
nba,1998,eastern_semis,Chicago Bulls,4,5,1
nba,1998,eastern_semis,Indiana Pacers,4,5,1
nba,1998,western_semis,Los Angeles Lakers,4,5,1
nba,1998,western_semis,Utah Jazz,4,5,1
nba,1998,eastern_first_round,New York Knicks,3,5,1
nba,1998,western_first_round,Seattle SuperSonics,3,5,1
nba,1998,western_first_round,Utah Jazz,3,5,1
nba,1998,eastern_semis,Charlotte Hornets,1,5,0
nba,1998,eastern_semis,New York Knicks,1,5,0
nba,1998,western_semis,Seattle SuperSonics,1,5,0
nba,1998,western_semis,San Antonio Spurs,1,5,0
nba,1998,eastern_first_round,Miami Heat,2,5,0
nba,1998,western_first_round,Minnesota Timberwolves,2,5,0
nba,1998,western_first_round,Houston Rockets,2,5,0
nba,1998,western_finals,Utah Jazz,4,4,1
nba,1998,eastern_first_round,Charlotte Hornets,3,4,1
nba,1998,eastern_first_round,Indiana Pacers,3,4,1
nba,1998,western_first_round,Los Angeles Lakers,3,4,1
nba,1998,western_first_round,San Antonio Spurs,3,4,1
nba,1998,western_finals,Los Angeles Lakers,0,4,0
nba,1998,eastern_first_round,Atlanta Hawks,1,4,0
nba,1998,eastern_first_round,Cleveland Cavaliers,1,4,0
nba,1998,western_first_round,Portland Trail Blazers,1,4,0
nba,1998,western_first_round,Phoenix Suns,1,4,0
nba,1998,eastern_first_round,Chicago Bulls,3,3,1
nba,1998,eastern_first_round,New Jersey Nets,0,3,0
nba,1997,eastern_semis,Miami Heat,4,7,1
nba,1997,western_semis,Houston Rockets,4,7,1
nba,1997,eastern_semis,New York Knicks,3,7,0
nba,1997,western_semis,Seattle SuperSonics,3,7,0
nba,1997,finals,Chicago Bulls,4,6,1
nba,1997,western_finals,Utah Jazz,4,6,1
nba,1997,finals,Utah Jazz,2,6,0
nba,1997,western_finals,Houston Rockets,2,6,0
nba,1997,eastern_finals,Chicago Bulls,4,5,1
nba,1997,eastern_semis,Chicago Bulls,4,5,1
nba,1997,western_semis,Utah Jazz,4,5,1
nba,1997,eastern_first_round,Atlanta Hawks,3,5,1
nba,1997,eastern_first_round,Miami Heat,3,5,1
nba,1997,western_first_round,Seattle SuperSonics,3,5,1
nba,1997,eastern_finals,Miami Heat,1,5,0
nba,1997,eastern_semis,Atlanta Hawks,1,5,0
nba,1997,western_semis,Los Angeles Lakers,1,5,0
nba,1997,eastern_first_round,Detroit Pistons,2,5,0
nba,1997,eastern_first_round,Orlando Magic,2,5,0
nba,1997,western_first_round,Phoenix Suns,2,5,0
nba,1997,western_first_round,Los Angeles Lakers,3,4,1
nba,1997,western_first_round,Portland Trail Blazers,1,4,0
nba,1997,eastern_first_round,Chicago Bulls,3,3,1
nba,1997,eastern_first_round,New York Knicks,3,3,1
nba,1997,western_first_round,Houston Rockets,3,3,1
nba,1997,western_first_round,Utah Jazz,3,3,1
nba,1997,eastern_first_round,Washington Bullets,0,3,0
nba,1997,eastern_first_round,Charlotte Hornets,0,3,0
nba,1997,western_first_round,Minnesota Timberwolves,0,3,0
nba,1997,western_first_round,Los Angeles Clippers,0,3,0
nba,1996,western_finals,Seattle SuperSonics,4,7,1
nba,1996,western_finals,Utah Jazz,3,7,0
nba,1996,finals,Chicago Bulls,4,6,1
nba,1996,western_semis,Utah Jazz,4,6,1
nba,1996,finals,Seattle SuperSonics,2,6,0
nba,1996,western_semis,San Antonio Spurs,2,6,0
nba,1996,eastern_semis,Chicago Bulls,4,5,1
nba,1996,eastern_semis,Orlando Magic,4,5,1
nba,1996,eastern_first_round,Atlanta Hawks,3,5,1
nba,1996,western_first_round,Utah Jazz,3,5,1
nba,1996,eastern_semis,New York Knicks,1,5,0
nba,1996,eastern_semis,Atlanta Hawks,1,5,0
nba,1996,eastern_first_round,Indiana Pacers,2,5,0
nba,1996,western_first_round,Portland Trail Blazers,2,5,0
nba,1996,eastern_finals,Chicago Bulls,4,4,1
nba,1996,western_semis,Seattle SuperSonics,4,4,1
nba,1996,western_first_round,Houston Rockets,3,4,1
nba,1996,western_first_round,San Antonio Spurs,3,4,1
nba,1996,western_first_round,Seattle SuperSonics,3,4,1
nba,1996,eastern_finals,Orlando Magic,0,4,0
nba,1996,western_semis,Houston Rockets,0,4,0
nba,1996,western_first_round,Los Angeles Lakers,1,4,0
nba,1996,western_first_round,Phoenix Suns,1,4,0
nba,1996,western_first_round,Sacramento Kings,1,4,0
nba,1996,eastern_first_round,Chicago Bulls,3,3,1
nba,1996,eastern_first_round,New York Knicks,3,3,1
nba,1996,eastern_first_round,Orlando Magic,3,3,1
nba,1996,eastern_first_round,Miami Heat,0,3,0
nba,1996,eastern_first_round,Cleveland Cavaliers,0,3,0
nba,1996,eastern_first_round,Detroit Pistons,0,3,0
nba,1995,eastern_finals,Orlando Magic,4,7,1
nba,1995,eastern_semis,Indiana Pacers,4,7,1
nba,1995,western_semis,Houston Rockets,4,7,1
nba,1995,eastern_finals,Indiana Pacers,3,7,0
nba,1995,eastern_semis,New York Knicks,3,7,0
nba,1995,western_semis,Phoenix Suns,3,7,0
nba,1995,western_finals,Houston Rockets,4,6,1
nba,1995,eastern_semis,Orlando Magic,4,6,1
nba,1995,western_semis,San Antonio Spurs,4,6,1
nba,1995,western_finals,San Antonio Spurs,2,6,0
nba,1995,eastern_semis,Chicago Bulls,2,6,0
nba,1995,western_semis,Los Angeles Lakers,2,6,0
nba,1995,western_first_round,Houston Rockets,3,5,1
nba,1995,western_first_round,Utah Jazz,2,5,0
nba,1995,finals,Houston Rockets,4,4,1
nba,1995,eastern_first_round,Chicago Bulls,3,4,1
nba,1995,eastern_first_round,New York Knicks,3,4,1
nba,1995,eastern_first_round,Orlando Magic,3,4,1
nba,1995,western_first_round,Los Angeles Lakers,3,4,1
nba,1995,finals,Orlando Magic,0,4,0
nba,1995,eastern_first_round,Charlotte Hornets,1,4,0
nba,1995,eastern_first_round,Cleveland Cavaliers,1,4,0
nba,1995,eastern_first_round,Boston Celtics,1,4,0
nba,1995,western_first_round,Seattle SuperSonics,1,4,0
nba,1995,eastern_first_round,Indiana Pacers,3,3,1
nba,1995,western_first_round,Phoenix Suns,3,3,1
nba,1995,western_first_round,San Antonio Spurs,3,3,1
nba,1995,eastern_first_round,Atlanta Hawks,0,3,0
nba,1995,western_first_round,Portland Trail Blazers,0,3,0
nba,1995,western_first_round,Denver Nuggets,0,3,0
nba,1994,finals,Houston Rockets,4,7,1
nba,1994,eastern_finals,New York Knicks,4,7,1
nba,1994,eastern_semis,New York Knicks,4,7,1
nba,1994,western_semis,Houston Rockets,4,7,1
nba,1994,western_semis,Utah Jazz,4,7,1
nba,1994,finals,New York Knicks,3,7,0
nba,1994,eastern_finals,Indiana Pacers,3,7,0
nba,1994,eastern_semis,Chicago Bulls,3,7,0
nba,1994,western_semis,Phoenix Suns,3,7,0
nba,1994,western_semis,Denver Nuggets,3,7,0
nba,1994,eastern_semis,Indiana Pacers,4,6,1
nba,1994,eastern_semis,Atlanta Hawks,2,6,0
nba,1994,western_finals,Houston Rockets,4,5,1
nba,1994,eastern_first_round,Atlanta Hawks,3,5,1
nba,1994,western_first_round,Denver Nuggets,3,5,1
nba,1994,western_finals,Utah Jazz,1,5,0
nba,1994,eastern_first_round,Miami Heat,2,5,0
nba,1994,western_first_round,Seattle SuperSonics,2,5,0
nba,1994,eastern_first_round,New York Knicks,3,4,1
nba,1994,western_first_round,Houston Rockets,3,4,1
nba,1994,western_first_round,Utah Jazz,3,4,1
nba,1994,eastern_first_round,New Jersey Nets,1,4,0
nba,1994,western_first_round,Portland Trail Blazers,1,4,0
nba,1994,western_first_round,San Antonio Spurs,1,4,0
nba,1994,eastern_first_round,Chicago Bulls,3,3,1
nba,1994,eastern_first_round,Indiana Pacers,3,3,1
nba,1994,western_first_round,Phoenix Suns,3,3,1
nba,1994,eastern_first_round,Cleveland Cavaliers,0,3,0
nba,1994,eastern_first_round,Orlando Magic,0,3,0
nba,1994,western_first_round,Golden State Warriors,0,3,0
nba,1993,western_finals,Phoenix Suns,4,7,1
nba,1993,western_semis,Seattle SuperSonics,4,7,1
nba,1993,western_finals,Seattle SuperSonics,3,7,0
nba,1993,western_semis,Houston Rockets,3,7,0
nba,1993,finals,Chicago Bulls,4,6,1
nba,1993,eastern_finals,Chicago Bulls,4,6,1
nba,1993,western_semis,Phoenix Suns,4,6,1
nba,1993,finals,Phoenix Suns,2,6,0
nba,1993,eastern_finals,New York Knicks,2,6,0
nba,1993,western_semis,San Antonio Spurs,2,6,0
nba,1993,eastern_semis,New York Knicks,4,5,1
nba,1993,eastern_first_round,Cleveland Cavaliers,3,5,1
nba,1993,western_first_round,Houston Rockets,3,5,1
nba,1993,western_first_round,Phoenix Suns,3,5,1
nba,1993,western_first_round,Seattle SuperSonics,3,5,1
nba,1993,eastern_semis,Charlotte Hornets,1,5,0
nba,1993,eastern_first_round,New Jersey Nets,2,5,0
nba,1993,western_first_round,Los Angeles Clippers,2,5,0
nba,1993,western_first_round,Los Angeles Lakers,2,5,0
nba,1993,western_first_round,Utah Jazz,2,5,0
nba,1993,eastern_semis,Chicago Bulls,4,4,1
nba,1993,eastern_first_round,Charlotte Hornets,3,4,1
nba,1993,eastern_first_round,New York Knicks,3,4,1
nba,1993,western_first_round,San Antonio Spurs,3,4,1
nba,1993,eastern_semis,Cleveland Cavaliers,0,4,0
nba,1993,eastern_first_round,Boston Celtics,1,4,0
nba,1993,eastern_first_round,Indiana Pacers,1,4,0
nba,1993,western_first_round,Portland Trail Blazers,1,4,0
nba,1993,eastern_first_round,Chicago Bulls,3,3,1
nba,1993,eastern_first_round,Atlanta Hawks,0,3,0
nba,1992,eastern_semis,Chicago Bulls,4,7,1
nba,1992,eastern_semis,Cleveland Cavaliers,4,7,1
nba,1992,eastern_semis,New York Knicks,3,7,0
nba,1992,eastern_semis,Boston Celtics,3,7,0
nba,1992,finals,Chicago Bulls,4,6,1
nba,1992,eastern_finals,Chicago Bulls,4,6,1
nba,1992,western_finals,Portland Trail Blazers,4,6,1
nba,1992,finals,Portland Trail Blazers,2,6,0
nba,1992,eastern_finals,Cleveland Cavaliers,2,6,0
nba,1992,western_finals,Utah Jazz,2,6,0
nba,1992,western_semis,Portland Trail Blazers,4,5,1
nba,1992,western_semis,Utah Jazz,4,5,1
nba,1992,eastern_first_round,New York Knicks,3,5,1
