Aberdeen JC,"Rozier, Bob",1979,1979,DE,6' 3'',240,Anchorage,AK,USA,"Cordova (Sacramento, CA)"
University of Richmond,"Lamberti, Pat",1961,1961,LB,6' 2'',225,Woodbridge,NJ,USA,Woodbridge (NJ)
University of Richmond,"Laurinaitis, Frank",1947,1947,BB,5' 10'',200,New Philadelphia,PA,USA,New Philadelphia (PA)
University of Richmond,"Lenon, Paris",2002,2010,LB,6' 2'',236,Lynchburg,,,"Heritage (Lynchburg, VA)"
University of Richmond,"Megna, Marc",2000,2000,LB,6' 2'',245,Fall River,MA,USA,"Durfee (Fall River, MA)"
University of Richmond,"Milling, Bert",1942,1942,G,5' 9'',170,Mobile,AL,USA,"University Military (Mobile, AL)"
University of Richmond,"Nixon, Jeff",1979,1982,S,6' 3'',190,Fursten Feldbruck,,,"Gar-Field (Woodbridge, VA)"
University of Richmond,"Redden, Barry",1982,1990,FB/HBK/RB,5' 10'',210,Sarasota,FL,USA,Sarasota (FL)
University of Richmond,"Smith, Barty",1974,1980,FB/RB,6' 4'',240,Richmond,VA,USA,"Douglas Freeman (Richmond, VA)"
University of Richmond,"Smith, Ron",1965,1966,QB,6' 5'',220,Richmond,VA,USA,Varina (VA)
University of Richmond,"Snider, Matt",1999,2001,FB/RB,6' 2'',241,Des Moines,IA,USA,"Lower Merion (Wynnewood, PA)"
University of Richmond,"Thompson, Don",1962,1964,DE,6' 4'',230,Danville,VA,USA,"(Danville, VA)"
University of Richmond,"Toibin, Brendan",1987,1987,K,6' 0'',205,Columbia,SC,USA,Monacan
University of Richmond,"Tutt, Stacy",2006,2007,RB,6' 1'',233,Fredericksburg,VA,USA,
University of Rochester,"Sutch, George",1946,1946,B,6' 1'',205,Jeffersonville,PA,USA,
University of San Diego,"Johnson, Josh",2008,2010,QB,6' 2'',201,Oakland,,,"Oakland Technical HS (Oakland, CA)"
University of San Diego,"Maslowski, Matt",1971,1972,WR,6' 3'',210,Chicago,IL,USA,"Mission Bay (San Diego, CA)"
University of San Francisco,"Barber, Ernie",1945,1945,C,6' 1'',225,Manteca,CA,USA,Manteca (CA)
University of San Francisco,"Barber, Jim",1935,1941,T,6' 3'',223,Nashville,TN,USA,Manteca (CA)
University of San Francisco,"Barni, Roy",1952,1956,DB/DHB/HB/S,5' 11'',185,San Francisco,CA,USA,"Galileo (San Francisco, CA)"
University of San Francisco,"Brown, Ed",1954,1965,K/P/QB,6' 2'',209,Charlotte,NC,USA,San Luis Obispo (CA)
University of San Francisco,"Buksar, George",1949,1952,B/FB,6' 0'',206,Whiting,IN,USA,"George Rogers Clark (Hammond, IN)"
University of San Francisco,"Davlin, Mike",1955,1955,T,6' 1'',227,Omaha,NE,USA,"Creighton Prep (Omaha, NE)"
University of San Francisco,"Donohoe, Mike",1968,1974,TE,6' 3'',228,San Francisco,CA,USA,"Riordan (San Francisco, CA)"
University of San Francisco,"Franceschi, Pete",1946,1946,HB,5' 8'',170,San Francisco,CA,USA,"Mission (San Francisco, CA)"
University of San Francisco,"Hall, Forrest",1948,1948,B,5' 8'',155,Oil City,PA,USA,"St. Joseph (Oil City, PA)"
University of San Francisco,"Letlow, Russ",1936,1946,G/T,6' 0'',214,Dinuba,CA,USA,Taft (CA)
University of San Francisco,"Marchetti, Gino",1952,1966,DE/E/T,6' 4'',244,Smithers,WV,USA,Antioch (CA)
University of San Francisco,"Matson, Ollie",1952,1966,DB/DHB/FB/HB/OHB/S,6' 2'',220,Trinity,TX,USA,"George Washington (San Francisco, CA)"
University of San Francisco,"McAlister, Ken",1982,1987,DB/LB/S,6' 5'',220,Oakland,CA,USA,Oakland (CA)
University of San Francisco,"Mergen, Mike",1952,1952,T,6' 5'',245,Cicero,IL,USA,McHenry (IL)
University of San Francisco,"Olerich, Dave",1967,1973,LB/TE,6' 1'',221,Elmhurst,IL,USA,"Menlo-Atherton (Atherton, CA)"
University of San Francisco,"Pacewic, Vince",1947,1947,FB,6' 1'',205,Collinsville,IL,USA,Gillespie (IL)
University of San Francisco,"Panciera, Don",1949,1952,B/HB/QB,6' 1'',195,Westerly,RI,USA,"LaSalle Academy (Providence, RI)"
University of San Francisco,"Rowe, Harmon",1947,1952,B/DB/HB,6' 0'',182,Livingston,TX,USA,Livingston (TX)
University of San Francisco,"Sabuco, Tino",1949,1949,C,6' 1'',206,Detroit,MI,USA,"MacKenzie (Detroit, MI)"
University of San Francisco,"Sanchez, Johnny",1947,1950,T,6' 4'',239,Los Angeles,CA,USA,San Diego (CA)
University of San Francisco,"Scott, Joe",1948,1953,B/E/HB,6' 1'',198,Athens,TX,USA,Athens (TX)
University of San Francisco,"Scudero, Joe",1954,1960,DB/DHB/HB,5' 10'',173,San Francisco,CA,USA,"Mission (San Francisco, CA)"
University of San Francisco,"Siemering, Larry",1935,1936,C,6' 3'',202,San Francisco,CA,USA,Lodi (CA)
University of San Francisco,"St. clair, Bob",1953,1963,DT/OT,6' 8'',263,San Francisco,CA,USA,"Polytechnic (San Francisco, CA)"
University of San Francisco,"Stanfel, Dick",1952,1958,G/OG/OT,6' 3'',236,San Francisco,CA,USA,"Commerce (San Francisco, CA)"
University of San Francisco,"Stephens, Red",1955,1960,OG,6' 0'',230,Denver,CO,USA,"St. Joseph's (Alameda, CA)*"
University of San Francisco,"Thomas, Ralph",1952,1956,E/OE,5' 11'',190,Kenosha,WI,USA,"St. Catherine's (Racine, WI)"
University of San Francisco,"Vogelaar, Carroll",1947,1950,T,6' 3'',253,Idyllwild,CA,USA,Hemet (CA)
University of Scranton,"Eiden, Ed",1944,1944,C,6' 0'',205,Scranton,PA,USA,
University of Scranton,"Rogalla, John",1945,1945,FB,6' 0'',215,Duryea,PA,USA,
University of Scranton,"Tomasello, Carl",1940,1940,E,6' 2'',215,Dunmore,PA,USA,Dunmore (PA)
University of Scranton,"Turley, Doug",1944,1948,E,6' 2'',215,Nanticoke,PA,USA,
University of Sioux Falls,"Danmeier, Rick",1977,1982,K,6' 0'',188,St. Paul,MN,USA,White Bear Lake (MN)
University of Sioux Falls,"Hansen, Brian",1984,1999,P,6' 3'',207,Hawarden,IA,USA,"West Sioux (Hawarden, IA)"
University of South Carolina,"Abraham, John",2000,2010,LB,6' 4'',253,Timmonsville,,,"Lamar (Timmonsville, SC)"
University of South Carolina,"Addison, Tom",1960,1967,LB,6' 2'',225,Lancaster,SC,USA,Lancaster (SC)
University of South Carolina,"Adkisson, James",2006,2006,TE,6' 5'',230,St. Louis,MO,USA,
University of South Carolina,"Atkins, Corey",2000,2000,LB,6' 0'',232,Greenville,SC,USA,"Southside (Greenville, SC)"
University of South Carolina,"Austin, Darrell",1975,1980,C/G/OG/OL/OT/T,6' 4'',252,Union,SC,USA,Union (SC)
University of South Carolina,"Bennett, Brandon",1998,2004,HB/RB,5' 11'',220,Taylors,SC,USA,"Riverside (Greer, SC)"
University of South Carolina,"Bennett, Fred",2007,2010,DB,5' 9'',207,Milwaukee,,,
University of South Carolina,"Boyd, Cory",2008,2008,RB,6' 1'',213,Orange,NJ),USA,Orange HS (NJ)
University of South Carolina,"Brooks, Robert",1992,2000,WR,6' 0'',180,Greenwood,SC,USA,Greenwood (SC)
University of South Carolina,"Brown, Ray",1987,1987,RB,5' 9'',185,Bronx,NY,USA,"Ben L. Smith (Greensboro, NC)"
University of South Carolina,"Brown, Sheldon",2002,2010,DB,5' 10'',196,Lancaster,,,"Lewisville (Fort Lawn, SC)"
University of South Carolina,"Bryant, Bobby",1968,1980,CB,6' 0'',171,Macon,GA,USA,"Willingham (Macon, GA)"
University of South Carolina,"Burton, Len",1986,1992,C/OT/T,6' 3'',265,Memphis,TN,USA,"Oakhaven (Memphis, TN)"
University of South Carolina,"Campbell, Matt",1995,2001,G/OG/OT/TE,6' 4'',300,North Augusta,SC,USA,North Augusta (SC)
University of South Carolina,"Cloutier, Dave",1964,1964,DHB,6' 0'',195,Gardiner,ME,USA,Gardiner (ME)
University of South Carolina,"Corley, Chris",1987,1987,TE,6' 4'',285,Columbia,SC,USA,"Irmo (Columbia, SC)"
University of South Carolina,"Courson, Steve",1978,1985,G/OG,6' 1'',275,Philadelphia,PA,USA,Gettysburg (PA)
University of South Carolina,"Cousin, Terry",1997,2008,DB,5' 9'',182,Miami,FL,USA,Miami Beach (FL)
University of South Carolina,"Craig, Larry",1939,1949,E/QB,6' 1'',211,Six Mile,SC,USA,
University of South Carolina,"Currier, Bill",1977,1985,CB/S,6' 0'',193,Glen Burnie,MD,USA,Glen Burnie (MD)
University of South Carolina,"Davis, Zola",1999,1999,WR,6' 0'',185,Charleston,SC,USA,"Burke (Charleston, SC)"
University of South Carolina,"DeLuca, Sam",1960,1966,OG/OT,6' 2'',247,Brooklyn,NY,USA,"Lafayette (Brooklyn, NY)"
University of South Carolina,"Dexter, James",1996,2000,G/OG/OT,6' 7'',320,Fort Ord,CA,USA,West Springfield (VA)
University of South Carolina,"Dingle, Mike",1991,1991,RB,6' 2'',240,Moncks Corner,SC,USA,"Berkeley (Moncks Corner, SC)"
University of South Carolina,"Dixon, Ernest",1994,1998,LB,6' 1'',250,Fort Mill,SC,USA,Fort Mill (SC)/Fork Union (VA) Military Academy
University of South Carolina,"Dixon, Gerald",1993,2001,LB,6' 3'',250,Charlotte,NC,USA,Rock Hill (SC)
University of South Carolina,"Dye, Ernest",1993,1997,OG/OT/T,6' 6'',325,Greenwood,SC,USA,Greenwood (SC)
University of South Carolina,"Edwards, Brad",1988,1996,CB/S,6' 1'',200,Lumberton,NC,USA,"Douglas Byrd (Fayetteville, NC)"
University of South Carolina,"Edwards, Kalimba",2002,2008,DE,6' 5'',264,East Point,GA,USA,"Tri-Cities (Atlanta, GA)"
University of South Carolina,"Elston, Art",1942,1948,C/G/QB,5' 12'',191,Texhoma,TX,USA,"Waite (Toledo, OH)"
University of South Carolina,"Franklin, Keith",1995,1995,LB,6' 2'',230,Los Angeles,CA,USA,"Dorsey (Los Angeles, CA)"
University of South Carolina,"Freeman, Arturo",2000,2005,DB,6' 0'',196,Orangeburg,SC,USA,"Wilkinson (Orangeburg, SC)"
University of South Carolina,"Gambrell, Billy",1963,1968,FL/SE,5' 10'',175,Athens,GA,USA,Athens (GA)
University of South Carolina,"Ganas, Rusty",1971,1971,DT,6' 4'',257,Waycross,GA,USA,"Ware County (Waycross, GA)"
University of South Carolina,"Goddard, Na'Shan",2006,2008,OG,6' 5'',315,Dayton,OH,USA,
University of South Carolina,"Goodman, Andre'",2002,2010,DB,5' 10'',183,Greenville,,,"Eastwood (Greenwood, SC)"
University of South Carolina,"Green, Harold",1990,1998,FB/HB/RB,6' 2'',222,Sacramento,CA,USA,"Stratford (Goose Creek, SC)"
University of South Carolina,"Green, Ray",2000,2003,CB/S,6' 3'',190,Queens,NY,USA,"Burke (Charleston, SC)"
University of South Carolina,"Grygo, Al",1944,1945,HB,5' 10'',170,Erie,PA,USA,
University of South Carolina,"Hagood, Rickey",1984,1984,DT,6' 2'',286,Easley,SC,USA,"Wren (Easley, SC)"
University of South Carolina,"Hajek, Chuck",1934,1934,C/G,6' 1'',210,Chicago,IL,USA,"Morton (Cicero, IL)"
University of South Carolina,"Hambrick, Darren",1998,2002,LB,6' 2'',224,Lacoochee,FL,USA,Pasco (FL)
University of South Carolina,"Hambrick, Troy",2000,2004,RB,6' 1'',234,Pasco,FL,USA,Pasco (FL)
University of South Carolina,"Hanna, Zip",1945,1945,G,5' 10'',218,Chester,SC,USA,Chester (SC)/Gaffney (SC)
University of South Carolina,"Hart, Roy",1989,1991,DT/NT,6' 1'',280,Tifton,GA,USA,"Tift County (Tifton, GA)"
University of South Carolina,"Hawkins, Alex",1959,1968,FL/OE/OHB,6' 1'',188,Welch,WV,USA,South Charleston (WV)
University of South Carolina,"Hillary, Ira",1987,1990,WR,5' 11'',190,Edgefield,SC,USA,"Strom Thurmond (Johnston, SC)"
University of South Carolina,"Hold, Mike",1987,1987,QB,6' 0'',190,Phoenix,AZ,USA,"Corona del Sol (Tempe, AZ)"
University of South Carolina,"Holler, Ed",1963,1964,LB/P,6' 2'',233,Bluefield,WV,USA,"Dreher (Columbia, SC)"
University of South Carolina,"House, Kevin",2002,2003,CB,6' 0'',185,St. Louis,MO,USA,"Chamberlain (Tampa, FL)"
University of South Carolina,"Jenkins, Corey",2003,2004,LB,6' 0'',222,Columbia,SC,USA,"Dreher (Columbia, SC)"
University of South Carolina,"Johnson, Earl",1985,1987,CB/S,6' 0'',190,Daytona Beach,FL,USA,"Seabreese (Daytona Beach, FL)"
University of South Carolina,"Joseph, Johnathan",2006,2010,DB,5' 11'',193,Rock Hill,,,
University of South Carolina,"Keenan, Jack",1944,1945,C/G/T,5' 10'',214,Greensboro,NC,USA,
University of South Carolina,"Kincaid, Jim",1954,1954,HB,5' 11'',180,Ansted,WV,USA,
University of South Carolina,"Kompara, John",1960,1960,DT,6' 2'',245,Canton,OH,USA,"McKinley (Canton, OH)"
University of South Carolina,"Lamb, Ronnie",1968,1972,FB/RB,6' 2'',227,New London,CT,USA,McCormick (SC)
University of South Carolina,"Laury, Lance",2006,2010,LB,6' 2'',237,Hopkins,,,
University of South Carolina,"Long, Kevin",1977,1981,FB/RB,6' 2'',212,Clinton,SC,USA,Clinton (SC)
University of South Carolina,"Louchiey, Corey",1995,1997,T,6' 7'',305,Greenville,SC,USA,"Carolina (Greenville, SC)"
University of South Carolina,"Mckinney, Zion",1980,1980,WR,6' 0'',200,Pickens,SC,USA,Pickens (SC)
University of South Carolina,"Meeks, Bryant",1947,1948,C,6' 2'',193,Jacksonville,FL,USA,
University of South Carolina,"Miller, Corey",1991,1999,LB,6' 2'',255,Pageland,SC,USA,"Central (Pageland, SC)"
University of South Carolina,"Miller, Eddie",1992,1993,WR,6' 0'',185,Tumison,GA,USA,"Southwest Dekalb (Decatur, GA)"
University of South Carolina,"Milner, Charles",1947,1950,E/G,6' 2'',217,Waynesville,NC,USA,
University of South Carolina,"Monaco, Ronnie",1986,1987,LB,6' 1'',225,New Haven,CT,USA,Hamden (CT)
University of South Carolina,"Moore, Langston",2004,2008,DT,6' 1'',303,Charleston,SC,USA,"James Island (Charleston, SC)"
University of South Carolina,"Mote, Kelley",1947,1952,E,6' 2'',189,Hapeville,GA,USA,"(Atlanta, GA)"
University of South Carolina,"Nesbit, Jamar",1999,2009,OG,6' 4'',330,Heidelberg,,,Summerville (SC)
University of South Carolina,"Norman, Chris",1984,1986,P,6' 2'',198,Albany,GA,USA,"Dougherty (Albany, GA)"
University of South Carolina,"O'connor, Tom",1987,1987,P,6' 1'',190,Patchogue,NY,USA,Medford (NY)
University of South Carolina,"Offord, Willie",2002,2005,DB,6' 1'',215,Palatka,FL,USA,Palatka (FL)
University of South Carolina,"Oglesby, Cedric",2001,2001,K,5' 11'',175,Decatur,GA,USA,"Southwest DeKalb (Decatur, GA)"
University of South Carolina,"Pinkney, Cleveland",2003,2006,DT,6' 1'',300,Sumter,SC,USA,Sumter (SC)
University of South Carolina,"Pinnock, Andrew",2003,2008,RB,5' 10'',265,Hartford,CT,USA,Bloomfield (CT)
University of South Carolina,"Pritchett, Stanley",1996,2004,FB/RB,6' 1'',245,Atlanta,GA,USA,"Frederick Douglass (Atlanta, GA)"
University of South Carolina,"Provence, Andrew",1983,1987,DE/DT/NT,6' 3'',286,Savannah,GA,USA,"Benedictine (Savannah, GA)"
University of South Carolina,"Reeves, Dan",1965,1972,HB/OHB/RB,6' 1'',201,Rome,GA,USA,Americus (GA)
University of South Carolina,"Reeves, Roy",1969,1969,WR,5' 11'',182,Americus,GA,USA,Americus (GA)
University of South Carolina,"Rice, Sidney",2007,2010,WR,6' 4'',202,Gaffney,,,
University of South Carolina,"Robinson, Marcus",1998,2006,WR,6' 3'',215,Fort Valley,GA,USA,"Peach County (Fort Valley, GA)"
University of South Carolina,"Rogers, Don",1960,1964,C,6' 2'',245,East Orange,NJ,USA,"Columbia (Maplewood, NJ)"
University of South Carolina,"Rogers, George",1981,1987,HB/RB,6' 2'',229,Duluth,GA,USA,Duluth (GA)
University of South Carolina,"Roskie, Ken",1946,1948,FB,6' 1'',225,Rockford,IL,USA,"Rockford (IL)/Gordon Military Academy (Barnesville, GA)"
University of South Carolina,"Runager, Max",1979,1989,P,6' 1'',189,Greenwood,SC,USA,"Wilkinson (Orangeburg, SC)"
University of South Carolina,"Russell, Rusty",1984,1984,T,6' 5'',295,Orangeburg,SC,USA,"Wilkinson (Orangeburg, SC)"
University of South Carolina,"Saldi, Jay",1976,1984,TE/WR,6' 3'',224,White Plains,NY,USA,White Plains (NY)
University of South Carolina,"Sanford, Rick",1979,1985,CB/S,6' 1'',192,Rock Hill,SC,USA,"Northwestern (Rock Hill, SC)"
University of South Carolina,"Scott, Willie",1981,1988,TE,6' 4'',245,Newberry,SC,USA,Newberry (SC)
University of South Carolina,"Sharpe, Sterling",1988,1994,WR,5' 11'',202,Chicago,IL,USA,Glennville (GA)
University of South Carolina,"Shropshire, Darrell",2005,2006,DT,6' 2'',301,Kershaw,SC,USA,Andrew Jackson (SC)
University of South Carolina,"Simpson, Ko",2006,2009,DB,6' 1'',202,Rock Hill,SC,USA,
University of South Carolina,"Slaughter, Chuck",1982,1982,T,6' 5'',260,Conway,SC,USA,"Fort Johnson (Charleston, SC)"
University of South Carolina,"Sossamon, Lou",1946,1948,C,6' 1'',207,Gaffney,SC,USA,
University of South Carolina,"Staley, Duce",1997,2006,RB,5' 11'',217,Tampa,FL,USA,"Airport (Columbia, SC)"
University of South Carolina,"Stamper, John",2002,2002,DE,6' 4'',265,Andrews,SC,USA,Andrews (SC)
University of South Carolina,"Stasica, Stan",1946,1946,HB,5' 10'',175,Rockford,IL,USA,"Central (Rockford, IL)"
University of South Carolina,"Stephens, Calvin",1992,1992,G,6' 2'',285,Kings Mountain,NC,USA,Kings Mountain (NC)
University of South Carolina,"Strickland, Bishop",1951,1951,FB,5' 10'',195,Mullins,SC,USA,Mullins (SC)
University of South Carolina,"Tarle, Jim",2000,2001,K,6' 0'',221,Akron,OH,USA,"Bishop Kenny (Jacksonville, FL)"
University of South Carolina,"Taylor, Henry",1998,2001,DT,6' 2'',295,Broward County,FL,USA,Barnwell (SC)
University of South Carolina,"Thomas, Jason",2002,2003,G/OG/OT,6' 3'',300,Savannah,GA,USA,"A.E. Beach (Savannah, GA)"
University of South Carolina,"Troup, Bill",1974,1980,QB,6' 5'',218,Pittsburgh,PA,USA,Bethel Park (PA)
University of South Carolina,"Urban, Alex",1941,1945,E,6' 3'',207,Bessemer,PA,USA,
University of South Carolina,"Vogel, Paul",1987,2003,LB,6' 1'',220,New York,NY,USA,"Eastside (Taylors, SC)"
University of South Carolina,"Weaver, Emanuel",1982,1987,NT,6' 4'',260,New Orleans,LA,USA,"John McDonough (New Orleans, LA)"
University of South Carolina,"Wilburn, J.R.",1966,1970,FL/SE/TE/WR,6' 2'',190,San Diego,CA,USA,"Cradock (Portsmouth, VA)"
University of South Carolina,"Williams, Clarence",1977,1981,RB,5' 9'',196,Oakley,SC,USA,"Berkeley (Moncks Corner, SC)"
University of South Carolina,"Williamson, Troy",2005,2009,WR,6' 1'',203,Jersey City,NJ,USA,Silver Bluff (SC)
University of South Carolina,"Wilson, Rodrigues",2006,2010,LB,6' 2'',230,Cross,,,
University of South Carolina,"Wright, Anthony",2000,2007,QB,6' 1'',207,Vanceboro,NC,USA,"West Craven (Vanceboro, NC)"
University of South Carolina,"Wright, Johnnie",1982,1982,RB,6' 2'',210,Fort Myers,FL,USA,"Cypress Lake (Fort Myers, FL)"
University of South Carolina State,"Darby, Chuck",2007,2007,DT,6' 0'',297,North,SC,USA,
University of South Dakota,"Anderson, Dwight",2004,2005,DB,5' 10'',172,Spanish Town,,,Bloomfield (CT)
University of South Dakota,"Anderson, Jason",2005,2005,RB,6' 0'',205,Palmdale,CA,USA,Palmdale (CA)
University of South Dakota,"Braase, Ordell",1957,1968,DE,6' 4'',240,Mitchell,SD,USA,Mitchell (SD)
University of South Dakota,"Burnside, George",1926,1926,QB,5' 9'',153,Oconto Falls,WI,USA,
University of South Dakota,"Chatham, Matt",2000,2007,LB,6' 4'',249,Sioux City,IA,USA,Sioux City (IA)
University of South Dakota,"Crakes, Joe",1932,1933,E,6' 2'',205,Platte,SD,USA,
University of South Dakota,"Filipovic, Filip",2002,2002,P,6' 2'',216,Belgrade,,,"(Yugoslavia)#/Howland (Youngstown, OH)"
University of South Dakota,"Hanson, Hal",1921,1923,C/G/T,6' 1'',190,LaCrosse,WI,USA,
University of South Dakota,"McCormick, Frank",1920,1921,E/FB/HB,5' 11'',190,Genoa,NE,USA,Wagner (SD)
University of South Dakota,"Sanders, John",1974,1978,CB/S,6' 1'',177,Chicago,IL,USA,"Sunshine Bible Academy (Miller, SD)"
University of South Dakota,"Schamel, Duke",1987,1987,LB,6' 3'',235,Glendale,CA,USA,Tulelake (CA)
University of South Dakota,"Sheeks, Paul",1921,1922,E/QB,5' 8'',173,Grand Rapids,ND,USA,Mitchell (SD)
University of South Dakota,"Slaton, Mike",1987,1987,CB/S,6' 2'',194,Sacramento,CA,USA,"West (Bellevue, NE)"
University of South Dakota,"Stamer, Josh",2003,2009,LB,6' 2'',220,Sutherland,IA,USA,"South O'Brien (Paulina, IA)"
University of South Dakota,"Tweet, Rodney",1987,1987,WR,6' 1'',195,Madison,SD,USA,Austin (MN)
University of South Dakota,"Vidal, Gene",1921,1921,FB,5' 10'',180,Madison,SD,USA,Madison (SD)
University of South Dakota,"White, Jamel",2000,2005,RB,5' 9'',213,Los Angeles,CA,USA,Palmdale (CA)
University of South Dakota,"White, Robb",1988,1990,DE,6' 4'',270,Aberdeen,SD,USA,"Central (Aberdeen, SD)"
University of South Dakota,"Wise, Phil",1971,1979,DB/RB/S,6' 0'',192,Omaha,NE,USA,"Technical (Omaha, NE)"
University of South Florida,"Benjamin, Ryan",2001,2003,C,6' 1'',260,Greenfield,MS,USA,"River Ridge (New Port Richey, FL)"
University of South Florida,"Davis, Frank",2006,2006,OG,6' 4'',326,New York,NY,USA,
University of South Florida,"Gramatica, Bill",2001,2004,K,5' 10'',190,Buenos Aires,,,La Belle (FL)
University of South Florida,"Hall, Andre",2007,2008,RB,5' 10'',212,St. Petersburg,FL,USA,
University of South Florida,"Henry, Anthony",2001,2009,DB,6' 0'',202,Fort Myers,FL,USA,"Estero (Fort Myers, FL)"
University of South Florida,"Jenkins, Mike",2008,2010,DB,5' 10'',190,Neuenburg,,,"Southeast HS (Bradenton, FL)"
University of South Florida,"Jones, Kenyatta",2001,2004,OG/OT,6' 3'',307,Gainesville,FL,USA,"Eastside (Gainsville, FL)"
University of South Florida,"Mitchell, Kawika",2003,2010,LB,6' 0'',253,Winter Springs,,,Lake Howell (FL)
University of South Florida,"Nicholas, Stephen",2007,2010,LB,6' 3'',225,Jacksonville,,,
University of South Florida,"Pierson, Shurron",2003,2004,DE/LB,6' 2'',250,Inverness,FL,USA,Widlwood (FL)
University of South Florida,"Reed, J.R.",2004,2008,DB,5' 11'',202,Tampa,FL,USA,"Hillsborough (Tampa, FL)"
University of Southampton,"Smith, John",1974,1983,K,6' 0'',186,Leafield,,England,"Burford (Oxfordshire, England)#"
University of Southern California,"Adams, Pete",1974,1976,G,6' 4'',260,San Diego,CA,USA,"University (San Diego, CA)"
University of Southern California,"Affholter, Erik",1991,1991,WR,6' 0'',183,Detroit,MI,USA,"Oak Park (Agoura, CA)"
University of Southern California,"Allen, Marcus",1982,1997,FB/RB,6' 2'',205,San Diego,CA,USA,"Lincoln (San Diego, CA)"
University of Southern California,"Allred, John",1997,2002,FB/TE,6' 5'',247,Del Mar,CA,USA,"Torrey Pines (Encinitas, CA)"
University of Southern California,"Ane, Charlie",1953,1959,C/OT/T,6' 2'',260,Honoulu,HI,USA,"Punahou (Honolulu, HI)"
University of Southern California,"Anno, Sam",1987,1993,LB,6' 2'',230,Silver Spring,MD,USA,Santa Monica (CA)
University of Southern California,"Anthony, Charles",1974,1974,LB,6' 1'',230,Houston,TX,USA,"Edison (Fresno, CA)"
University of Southern California,"Apsit, Marger",1931,1933,FB/HB/QB,5' 11'',200,Aurora,IL,USA,"East (Aurora, IL)"
University of Southern California,"Arnett, Jon",1957,1966,FL/HB/OE/OHB,5' 11'',197,Los Angeles,CA,USA,"Manual Arts (Los Angeles, CA)"
University of Southern California,"Arrobio, Chuck",1966,1966,T,6' 4'',250,Los Angeles,CA,USA,Glendale (CA)
University of Southern California,"Audet, Earle",1945,1948,T,6' 2'',251,Providence,RI,USA,"Lockwood (Warwick, RI)"
University of Southern California,"Avery, Don",1946,1948,T,6' 4'',254,Los Angeles,CA,USA,"John Marshall (Los Angeles, CA)"
University of Southern California,"Badgro, Red",1927,1936,E/G,6' 0'',190,Orillia,WA,USA,Kent (WA)
University of Southern California,"Bain, Bill",1975,1986,OG/OT,6' 4'',270,Los Angeles,CA,USA,"St. Paul (Santa Fe Springs, CA)"
University of Southern California,"Baker, Bullet",1926,1931,E/FB/HB/QB,5' 8'',178,Capser,WY,USA,"Polytechnic (Long Beach, CA)"
University of Southern California,"Baker, Sam",2008,2010,OT,6' 5'',312,Tustin,,,"Tustin HS (Tustin, CA)"
University of Southern California,"Banks, Chip",1982,1992,LB/WR,6' 4'',233,Fort Lawton,OK,USA,"Lucy Laney (Augusta, GA)"
University of Southern California,"Bansavage, Al",1960,1961,LB,6' 2'',225,Jersey City,NJ,USA,Union City (NJ)
University of Southern California,"Banta, Brad",1994,2004,TE,6' 6'',243,Baton Rouge,LA,USA,"University (Baton Rouge, LA)"
University of Southern California,"Banta, Jack",1941,1948,B/HB,5' 11'',191,Los Angeles,CA,USA,Los Angeles (CA)
University of Southern California,"Barber, Kurt",1992,1995,DE/LB,6' 4'',241,Paducah,KY,USA,"Tilghman (Paducah, KY)"
University of Southern California,"Barry, Al",1954,1960,OG,6' 2'',230,Beverly Hills,CA,USA,Beverly Hills (CA)
University of Southern California,"Battle, Mike",1969,1970,S,6' 1'',175,South Gate,CA,USA,El Segundo (CA)/Lawndale (CA)
University of Southern California,"Beathard, Pete",1964,1973,QB,6' 2'',205,Hermosa Beach,CA,USA,El Segundo (CA)
University of Southern California,"Bedsole, Hal",1964,1966,TE,6' 4'',230,Chicago,IL,USA,Reseda (CA)
University of Southern California,"Bell, Ricky",1977,1982,RB,6' 2'',218,Houston,TX,USA,"Fremont (Los Angeles, CA)"
University of Southern California,"Belotti, George",1960,1961,C,6' 4'',253,Los Angeles,CA,USA,Oxnard (CA)
University of Southern California,"Bender, Wes",1994,1997,FB/RB,5' 10'',249,Van Nuys,CA,USA,"Burbank (CA)/John Burroughs (Burbank, CA)"
University of Southern California,"Bickett, Duane",1985,1996,LB,6' 5'',241,Los Angeles,CA,USA,Glendale (CA)
University of Southern California,"Bing, Darnell",2008,2009,DB,6' 2'',220,Compton,CA,USA,Long Beach Polytechnic HS (CA)
University of Southern California,"Bleeker, Mel",1944,1947,FB/HB,5' 10'',189,Los Angeles,CA,USA,"Fremont (Los Angeles, CA)"
University of Southern California,"Booty, JohnDavid",2008,2008,QB,6' 3'',213,Shreveport,LA,USA,"Evangel Christian Academy (Shreveport, LA)"
University of Southern California,"Boselli, Tony",1995,2001,OT,6' 7'',320,Boulder,CO,USA,"Fairview (Boulder, CO)"
University of Southern California,"Bowers, Bill",1954,1954,HB,6' 0'',198,Kansas City,MO,USA,Canoga Park (CA)
University of Southern California,"Boyer, Mark",1985,1992,HBK/TE,6' 4'',239,Huntington Beach,CA,USA,"Edison (Huntington Beach, CA)"
University of Southern California,"Braziel, Larry",1979,1985,CB/S,6' 0'',190,Fort Worth,TX,USA,"Dunbar (Fort Worth, TX)"
University of Southern California,"Bregel, Jeff",1987,1989,G/OG,6' 4'',280,Redondo Beach,CA,USA,"John F. Kennedy (Granada Hills, CA)"
