school,year,conference
California-Santa Barbara,1992,none
California-Santa Barbara,1993,none
California-Santa Barbara,1994,none
California-Santa Barbara,1995,none
California-Santa Barbara,1996,none
California-Santa Barbara,1997,none
California-Santa Barbara,1998,none
California-Santa Barbara,1999,none
California-Santa Barbara,2000,none
California-Santa Barbara,2001,none
California-Santa Barbara,2002,none
California-Santa Barbara,2003,none
California-Santa Barbara,2004,none
California-Santa Barbara,2005,none
California-Santa Barbara,2006,none
California-Santa Barbara,2007,none
California-Santa Barbara,2008,none
California-Santa Barbara,2009,none
California-Santa Barbara,2010,none
California-Santa Barbara,2011,none
California-Santa Barbara,2012,none
California-Santa Barbara,2013,none
California-Santa Barbara,2014,none
California-Santa Barbara,2015,none
Central Florida,1965,none
Central Florida,1966,none
Central Florida,1967,none
Central Florida,1968,none
Central Florida,1969,none
Central Florida,1970,none
Central Florida,1971,none
Central Florida,1972,none
Central Florida,1973,none
Central Florida,1974,none
Central Florida,1975,none
Central Florida,1976,none
Central Florida,1977,none
Central Florida,1978,none
Central Florida,1979,none
Central Florida,1980,none
Central Florida,1981,none
Central Florida,1982,none
Central Florida,1983,none
Central Florida,1984,none
Central Florida,1985,none
Central Florida,1986,none
Central Florida,1987,none
Central Florida,1988,none
Central Florida,1989,none
Central Florida,1990,none
Central Florida,1991,none
Central Florida,1992,none
Central Florida,1993,none
Central Florida,1994,none
Central Florida,1995,none
Central Florida,1996,independent
Central Florida,1997,independent
Central Florida,1998,independent
Central Florida,1999,independent
Central Florida,2000,independent
Central Florida,2001,independent
Central Florida,2002,mac
Central Florida,2003,mac
Central Florida,2004,mac
Central Florida,2005,cusa
Central Florida,2006,cusa
Central Florida,2007,cusa
Central Florida,2008,cusa
Central Florida,2009,cusa
Central Florida,2010,cusa
Central Florida,2011,cusa
Central Florida,2012,cusa
Central Florida,2013,american
Central Florida,2014,american
Central Florida,2015,american
Central Michigan,1965,none
Central Michigan,1966,none
Central Michigan,1967,none
Central Michigan,1968,none
Central Michigan,1969,none
Central Michigan,1970,none
Central Michigan,1971,none
Central Michigan,1972,none
Central Michigan,1973,none
Central Michigan,1974,none
Central Michigan,1975,mac
Central Michigan,1976,mac
Central Michigan,1977,mac
Central Michigan,1978,mac
Central Michigan,1979,mac
Central Michigan,1980,mac
Central Michigan,1981,mac
Central Michigan,1982,mac
Central Michigan,1983,mac
Central Michigan,1984,mac
Central Michigan,1985,mac
Central Michigan,1986,mac
Central Michigan,1987,mac
Central Michigan,1988,mac
Central Michigan,1989,mac
Central Michigan,1990,mac
Central Michigan,1991,mac
Central Michigan,1992,mac
Central Michigan,1993,mac
Central Michigan,1994,mac
Central Michigan,1995,mac
Central Michigan,1996,mac
Central Michigan,1997,mac
Central Michigan,1998,mac
Central Michigan,1999,mac
Central Michigan,2000,mac
Central Michigan,2001,mac
Central Michigan,2002,mac
Central Michigan,2003,mac
Central Michigan,2004,mac
Central Michigan,2005,mac
Central Michigan,2006,mac
Central Michigan,2007,mac
Central Michigan,2008,mac
Central Michigan,2009,mac
Central Michigan,2010,mac
Central Michigan,2011,mac
Central Michigan,2012,mac
Central Michigan,2013,mac
Central Michigan,2014,mac
Central Michigan,2015,mac
Chattanooga,1965,none
Chattanooga,1966,none
Chattanooga,1967,none
Chattanooga,1968,none
Chattanooga,1969,none
Chattanooga,1970,none
Chattanooga,1971,independent
Chattanooga,1972,independent
Chattanooga,1973,independent
Chattanooga,1974,independent
Chattanooga,1975,independent
Chattanooga,1976,independent
Chattanooga,1977,southern
Chattanooga,1978,southern
Chattanooga,1979,southern
Chattanooga,1980,southern
Chattanooga,1981,southern
Chattanooga,1982,none
Chattanooga,1983,none
Chattanooga,1984,none
Chattanooga,1985,none
Chattanooga,1986,none
Chattanooga,1987,none
Chattanooga,1988,none
Chattanooga,1989,none
Chattanooga,1990,none
Chattanooga,1991,none
Chattanooga,1992,none
Chattanooga,1993,none
Chattanooga,1994,none
Chattanooga,1995,none
Chattanooga,1996,none
Chattanooga,1997,none
Chattanooga,1998,none
Chattanooga,1999,none
Chattanooga,2000,none
Chattanooga,2001,none
Chattanooga,2002,none
Chattanooga,2003,none
Chattanooga,2004,none
Chattanooga,2005,none
Chattanooga,2006,none
Chattanooga,2007,none
Chattanooga,2008,none
Chattanooga,2009,none
Chattanooga,2010,none
Chattanooga,2011,none
Chattanooga,2012,none
Chattanooga,2013,none
Chattanooga,2014,none
Chattanooga,2015,none
Cincinnati,1965,mvc
Cincinnati,1966,mvc
Cincinnati,1967,mvc
Cincinnati,1968,mvc
Cincinnati,1969,mvc
Cincinnati,1970,independent
Cincinnati,1971,independent
Cincinnati,1972,independent
Cincinnati,1973,independent
Cincinnati,1974,independent
Cincinnati,1975,independent
Cincinnati,1976,independent
Cincinnati,1977,independent
Cincinnati,1978,independent
Cincinnati,1979,independent
Cincinnati,1980,independent
Cincinnati,1981,independent
Cincinnati,1982,independent
Cincinnati,1983,independent
Cincinnati,1984,independent
Cincinnati,1985,independent
Cincinnati,1986,independent
Cincinnati,1987,independent
Cincinnati,1988,independent
Cincinnati,1989,independent
Cincinnati,1990,independent
Cincinnati,1991,independent
Cincinnati,1992,independent
Cincinnati,1993,independent
Cincinnati,1994,independent
Cincinnati,1995,independent
Cincinnati,1996,cusa
Cincinnati,1997,cusa
Cincinnati,1998,cusa
Cincinnati,1999,cusa
Cincinnati,2000,cusa
Cincinnati,2001,cusa
Cincinnati,2002,cusa
Cincinnati,2003,cusa
Cincinnati,2004,cusa
Cincinnati,2005,big-east
Cincinnati,2006,big-east
Cincinnati,2007,big-east
Cincinnati,2008,big-east
Cincinnati,2009,big-east
Cincinnati,2010,big-east
Cincinnati,2011,big-east
Cincinnati,2012,big-east
Cincinnati,2013,american
Cincinnati,2014,american
Cincinnati,2015,american
Citadel,1965,southern
Citadel,1966,southern
Citadel,1967,southern
Citadel,1968,southern
Citadel,1969,southern
Citadel,1970,southern
Citadel,1971,southern
Citadel,1972,southern
Citadel,1973,southern
Citadel,1974,southern
Citadel,1975,southern
Citadel,1976,southern
Citadel,1977,southern
Citadel,1978,southern
Citadel,1979,southern
Citadel,1980,southern
Citadel,1981,southern
Citadel,1982,none
Citadel,1983,none
Citadel,1984,none
Citadel,1985,none
Citadel,1986,none
Citadel,1987,none
Citadel,1988,none
Citadel,1989,none
Citadel,1990,none
Citadel,1991,none
Citadel,1992,none
Citadel,1993,none
Citadel,1994,none
Citadel,1995,none
Citadel,1996,none
Citadel,1997,none
Citadel,1998,none
Citadel,1999,none
Citadel,2000,none
Citadel,2001,none
Citadel,2002,none
Citadel,2003,none
Citadel,2004,none
Citadel,2005,none
Citadel,2006,none
Citadel,2007,none
Citadel,2008,none
Citadel,2009,none
Citadel,2010,none
Citadel,2011,none
Citadel,2012,none
Citadel,2013,none
Citadel,2014,none
Citadel,2015,none
Clemson,1965,acc
Clemson,1966,acc
Clemson,1967,acc
Clemson,1968,acc
Clemson,1969,acc
Clemson,1970,acc
Clemson,1971,acc
Clemson,1972,acc
Clemson,1973,acc
Clemson,1974,acc
Clemson,1975,acc
Clemson,1976,acc
Clemson,1977,acc
Clemson,1978,acc
Clemson,1979,acc
Clemson,1980,acc
Clemson,1981,acc
Clemson,1982,acc
Clemson,1983,acc
Clemson,1984,acc
Clemson,1985,acc
Clemson,1986,acc
Clemson,1987,acc
Clemson,1988,acc
Clemson,1989,acc
Clemson,1990,acc
Clemson,1991,acc
Clemson,1992,acc
Clemson,1993,acc
Clemson,1994,acc
Clemson,1995,acc
Clemson,1996,acc
Clemson,1997,acc
Clemson,1998,acc
Clemson,1999,acc
Clemson,2000,acc
Clemson,2001,acc
Clemson,2002,acc
Clemson,2003,acc
Clemson,2004,acc
Clemson,2005,acc
Clemson,2006,acc
Clemson,2007,acc
Clemson,2008,acc
Clemson,2009,acc
Clemson,2010,acc
Clemson,2011,acc
Clemson,2012,acc
Clemson,2013,acc
Clemson,2014,acc
Clemson,2015,acc
Colorado,1965,big-8
Colorado,1966,big-8
Colorado,1967,big-8
Colorado,1968,big-8
Colorado,1969,big-8
Colorado,1970,big-8
Colorado,1971,big-8
Colorado,1972,big-8
Colorado,1973,big-8
Colorado,1974,big-8
Colorado,1975,big-8
Colorado,1976,big-8
Colorado,1977,big-8
Colorado,1978,big-8
Colorado,1979,big-8
Colorado,1980,big-8
Colorado,1981,big-8
Colorado,1982,big-8
Colorado,1983,big-8
Colorado,1984,big-8
Colorado,1985,big-8
Colorado,1986,big-8
Colorado,1987,big-8
Colorado,1988,big-8
Colorado,1989,big-8
Colorado,1990,big-8
Colorado,1991,big-8
Colorado,1992,big-8
Colorado,1993,big-8
Colorado,1994,big-8
Colorado,1995,big-8
Colorado,1996,big-12
Colorado,1997,big-12
Colorado,1998,big-12
Colorado,1999,big-12
Colorado,2000,big-12
Colorado,2001,big-12
Colorado,2002,big-12
Colorado,2003,big-12
Colorado,2004,big-12
Colorado,2005,big-12
Colorado,2006,big-12
Colorado,2007,big-12
Colorado,2008,big-12
Colorado,2009,big-12
Colorado,2010,big-12
Colorado,2011,pac-12
Colorado,2012,pac-12
Colorado,2013,pac-12
Colorado,2014,pac-12
Colorado,2015,pac-12
Colorado State,1965,independent
Colorado State,1966,independent
Colorado State,1967,independent
Colorado State,1968,wac
Colorado State,1969,wac
Colorado State,1970,wac
Colorado State,1971,wac
Colorado State,1972,wac
Colorado State,1973,wac
Colorado State,1974,wac
Colorado State,1975,wac
Colorado State,1976,wac
Colorado State,1977,wac
Colorado State,1978,wac
Colorado State,1979,wac
Colorado State,1980,wac
Colorado State,1981,wac
Colorado State,1982,wac
Colorado State,1983,wac
Colorado State,1984,wac
Colorado State,1985,wac
Colorado State,1986,wac
Colorado State,1987,wac
Colorado State,1988,wac
Colorado State,1989,wac
Colorado State,1990,wac
Colorado State,1991,wac
Colorado State,1992,wac
Colorado State,1993,wac
Colorado State,1994,wac
Colorado State,1995,wac
Colorado State,1996,wac
Colorado State,1997,wac
Colorado State,1998,wac
Colorado State,1999,mwc
Colorado State,2000,mwc
Colorado State,2001,mwc
Colorado State,2002,mwc
Colorado State,2003,mwc
Colorado State,2004,mwc
Colorado State,2005,mwc
Colorado State,2006,mwc
Colorado State,2007,mwc
Colorado State,2008,mwc
Colorado State,2009,mwc
Colorado State,2010,mwc
Colorado State,2011,mwc
Colorado State,2012,mwc
Colorado State,2013,mwc
Colorado State,2014,mwc
Colorado State,2015,mwc
Columbia,1965,ivy
Columbia,1966,ivy
Columbia,1967,ivy
Columbia,1968,ivy
Columbia,1969,ivy
Columbia,1970,ivy
Columbia,1971,ivy
Columbia,1972,ivy
Columbia,1973,ivy
Columbia,1974,ivy
Columbia,1975,ivy
Columbia,1976,ivy
Columbia,1977,ivy
Columbia,1978,ivy
Columbia,1979,ivy
Columbia,1980,ivy
Columbia,1981,ivy
Columbia,1982,none
Columbia,1983,none
Columbia,1984,none
Columbia,1985,none
Columbia,1986,none
Columbia,1987,none
Columbia,1988,none
Columbia,1989,none
Columbia,1990,none
Columbia,1991,none
Columbia,1992,none
Columbia,1993,none
Columbia,1994,none
Columbia,1995,none
Columbia,1996,none
Columbia,1997,none
Columbia,1998,none
Columbia,1999,none
Columbia,2000,none
Columbia,2001,none
Columbia,2002,none
Columbia,2003,none
Columbia,2004,none
Columbia,2005,none
Columbia,2006,none
Columbia,2007,none
Columbia,2008,none
Columbia,2009,none
Columbia,2010,none
Columbia,2011,none
Columbia,2012,none
Columbia,2013,none
Columbia,2014,none
Columbia,2015,none
Connecticut,1965,none
Connecticut,1966,none
Connecticut,1967,none
Connecticut,1968,none
Connecticut,1969,none
Connecticut,1970,none
Connecticut,1971,none
Connecticut,1972,none
Connecticut,1973,none
Connecticut,1974,none
Connecticut,1975,none
Connecticut,1976,none
Connecticut,1977,none
Connecticut,1978,none
Connecticut,1979,independent
Connecticut,1980,none
Connecticut,1981,none
Connecticut,1982,none
Connecticut,1983,none
Connecticut,1984,none
Connecticut,1985,none
Connecticut,1986,none
Connecticut,1987,none
Connecticut,1988,none
Connecticut,1989,none
Connecticut,1990,none
Connecticut,1991,none
Connecticut,1992,none
Connecticut,1993,none
Connecticut,1994,none
Connecticut,1995,none
Connecticut,1996,none
Connecticut,1997,none
Connecticut,1998,none
Connecticut,1999,none
Connecticut,2000,independent
Connecticut,2001,independent
Connecticut,2002,independent
Connecticut,2003,independent
Connecticut,2004,big-east
Connecticut,2005,big-east
Connecticut,2006,big-east
Connecticut,2007,big-east
Connecticut,2008,big-east
Connecticut,2009,big-east
Connecticut,2010,big-east
Connecticut,2011,big-east
Connecticut,2012,big-east
Connecticut,2013,american
Connecticut,2014,american
Connecticut,2015,american
Cornell,1965,ivy
Cornell,1966,ivy
Cornell,1967,ivy
Cornell,1968,ivy
Cornell,1969,ivy
Cornell,1970,ivy
Cornell,1971,ivy
Cornell,1972,ivy
Cornell,1973,ivy
Cornell,1974,ivy
Cornell,1975,ivy
Cornell,1976,ivy
Cornell,1977,ivy
Cornell,1978,ivy
Cornell,1979,ivy
Cornell,1980,ivy
Cornell,1981,ivy
Cornell,1982,none
Cornell,1983,none
Cornell,1984,none
Cornell,1985,none
Cornell,1986,none
Cornell,1987,none
Cornell,1988,none
Cornell,1989,none
Cornell,1990,none
Cornell,1991,none
Cornell,1992,none
Cornell,1993,none
Cornell,1994,none
Cornell,1995,none
Cornell,1996,none
Cornell,1997,none
Cornell,1998,none
Cornell,1999,none
Cornell,2000,none
Cornell,2001,none
Cornell,2002,none
Cornell,2003,none
Cornell,2004,none
Cornell,2005,none
Cornell,2006,none
Cornell,2007,none
Cornell,2008,none
Cornell,2009,none
Cornell,2010,none
Cornell,2011,none
Cornell,2012,none
Cornell,2013,none
Cornell,2014,none
Cornell,2015,none
Dartmouth,1965,ivy
Dartmouth,1966,ivy
Dartmouth,1967,ivy
Dartmouth,1968,ivy
Dartmouth,1969,ivy
Dartmouth,1970,ivy
Dartmouth,1971,ivy
Dartmouth,1972,ivy
Dartmouth,1973,ivy
Dartmouth,1974,ivy
Dartmouth,1975,ivy
Dartmouth,1976,ivy
Dartmouth,1977,ivy
Dartmouth,1978,ivy
Dartmouth,1979,ivy
Dartmouth,1980,ivy
Dartmouth,1981,ivy
Dartmouth,1982,none
Dartmouth,1983,none
Dartmouth,1984,none
Dartmouth,1985,none
Dartmouth,1986,none
Dartmouth,1987,none
Dartmouth,1988,none
Dartmouth,1989,none
Dartmouth,1990,none
Dartmouth,1991,none
Dartmouth,1992,none
Dartmouth,1993,none
Dartmouth,1994,none
Dartmouth,1995,none
Dartmouth,1996,none
Dartmouth,1997,none
Dartmouth,1998,none
Dartmouth,1999,none
Dartmouth,2000,none
Dartmouth,2001,none
Dartmouth,2002,none
Dartmouth,2003,none
Dartmouth,2004,none
Dartmouth,2005,none
Dartmouth,2006,none
Dartmouth,2007,none
Dartmouth,2008,none
Dartmouth,2009,none
Dartmouth,2010,none
Dartmouth,2011,none
Dartmouth,2012,none
Dartmouth,2013,none
Dartmouth,2014,none
Dartmouth,2015,none
Davidson,1965,southern
Davidson,1966,southern
Davidson,1967,southern
Davidson,1968,southern
Davidson,1969,southern
Davidson,1970,southern
Davidson,1971,southern
Davidson,1972,southern
Davidson,1973,southern
Davidson,1974,none
Davidson,1975,none
Davidson,1976,none
Davidson,1977,none
Davidson,1978,none
Davidson,1979,none
Davidson,1980,none
Davidson,1981,none
Davidson,1982,none
Davidson,1983,none
Davidson,1984,none
Davidson,1985,none
Davidson,1986,none
Davidson,1987,none
Davidson,1988,none
Davidson,1989,none
Davidson,1990,none
Davidson,1991,none
Davidson,1992,none
Davidson,1993,none
Davidson,1994,none
Davidson,1995,none
Davidson,1996,none
Davidson,1997,none
Davidson,1998,none
Davidson,1999,none
Davidson,2000,none
Davidson,2001,none
Davidson,2002,none
Davidson,2003,none
Davidson,2004,none
Davidson,2005,none
Davidson,2006,none
Davidson,2007,none
Davidson,2008,none
Davidson,2009,none
Davidson,2010,none
Davidson,2011,none
Davidson,2012,none
Davidson,2013,none
Davidson,2014,none
Davidson,2015,none
Drake,1965,none
Drake,1966,none
Drake,1967,none
Drake,1968,none
Drake,1969,none
Drake,1970,none
Drake,1971,mvc
Drake,1972,mvc
Drake,1973,mvc
Drake,1974,mvc
Drake,1975,mvc
Drake,1976,mvc
Drake,1977,mvc
Drake,1978,mvc
Drake,1979,mvc
Drake,1980,mvc
Drake,1981,mvc
Drake,1982,mvc
Drake,1983,mvc
Drake,1984,mvc
Drake,1985,mvc
Drake,1986,none
Drake,1987,none
Drake,1988,none
Drake,1989,none
Drake,1990,none
Drake,1991,none
Drake,1992,none
Drake,1993,none
Drake,1994,none
Drake,1995,none
Drake,1996,none
Drake,1997,none
Drake,1998,none
Drake,1999,none
Drake,2000,none
Drake,2001,none
Drake,2002,none
Drake,2003,none
Drake,2004,none
Drake,2005,none
Drake,2006,none
Drake,2007,none
Drake,2008,none
Drake,2009,none
Drake,2010,none
Drake,2011,none
Drake,2012,none
Drake,2013,none
Drake,2014,none
Drake,2015,none
Duke,1965,acc
Duke,1966,acc
Duke,1967,acc
Duke,1968,acc
Duke,1969,acc
Duke,1970,acc
Duke,1971,acc
Duke,1972,acc
Duke,1973,acc
Duke,1974,acc
Duke,1975,acc
Duke,1976,acc
Duke,1977,acc
Duke,1978,acc
Duke,1979,acc
Duke,1980,acc
Duke,1981,acc
Duke,1982,acc
Duke,1983,acc
Duke,1984,acc
Duke,1985,acc
Duke,1986,acc
Duke,1987,acc
Duke,1988,acc
Duke,1989,acc
Duke,1990,acc
Duke,1991,acc
Duke,1992,acc
Duke,1993,acc
Duke,1994,acc
Duke,1995,acc
Duke,1996,acc
Duke,1997,acc
Duke,1998,acc
Duke,1999,acc
Duke,2000,acc
Duke,2001,acc
Duke,2002,acc
Duke,2003,acc
Duke,2004,acc
Duke,2005,acc
Duke,2006,acc
Duke,2007,acc
Duke,2008,acc
Duke,2009,acc
Duke,2010,acc
Duke,2011,acc
Duke,2012,acc
Duke,2013,acc
Duke,2014,acc
Duke,2015,acc
East Carolina,1965,southern
East Carolina,1966,southern
East Carolina,1967,southern
East Carolina,1968,southern
East Carolina,1969,southern
East Carolina,1970,southern
East Carolina,1971,southern
East Carolina,1972,southern
East Carolina,1973,southern
East Carolina,1974,southern
East Carolina,1975,southern
East Carolina,1976,southern
East Carolina,1977,independent
East Carolina,1978,independent
East Carolina,1979,independent
East Carolina,1980,independent
East Carolina,1981,independent
East Carolina,1982,independent
East Carolina,1983,independent
East Carolina,1984,independent
East Carolina,1985,independent
East Carolina,1986,independent
East Carolina,1987,independent
East Carolina,1988,independent
East Carolina,1989,independent
East Carolina,1990,independent
East Carolina,1991,independent
East Carolina,1992,independent
East Carolina,1993,independent
East Carolina,1994,independent
East Carolina,1995,independent
East Carolina,1996,independent
East Carolina,1997,cusa
East Carolina,1998,cusa
East Carolina,1999,cusa
East Carolina,2000,cusa
East Carolina,2001,cusa
East Carolina,2002,cusa
East Carolina,2003,cusa
East Carolina,2004,cusa
East Carolina,2005,cusa
East Carolina,2006,cusa
East Carolina,2007,cusa
East Carolina,2008,cusa
East Carolina,2009,cusa
East Carolina,2010,cusa
East Carolina,2011,cusa
East Carolina,2012,cusa
East Carolina,2013,cusa
East Carolina,2014,american
East Carolina,2015,american
East Tennessee State,1965,none
East Tennessee State,1966,none
East Tennessee State,1967,none
East Tennessee State,1968,none
East Tennessee State,1969,none
East Tennessee State,1970,none
East Tennessee State,1971,none
East Tennessee State,1972,none
East Tennessee State,1973,none
East Tennessee State,1974,none
East Tennessee State,1975,none
East Tennessee State,1976,none
East Tennessee State,1977,none
East Tennessee State,1978,none
East Tennessee State,1979,southern
East Tennessee State,1980,southern
